Time (hours),Weight_PV,Batch
0.13333333341870457,268.5740661621094,20230111_0653_BR-1210
0.13333333341870457,264.8410339355469,20230307_0737_BR-1210
0.13333333341870457,264.0101013183594,20230504_0839_BR-1210
0.13333333341870457,266.4083557128906,20230518_0856_BR-1210
0.13333333341870457,256.202392578125,20230615_0848_BR-1210
0.13333333341870457,244.2523193,20240111_0851_BR-1210
0.13333333341870457,248.93553161621094,GC_240625_BR1210
0.13333333341870457,261.42864990234375,GP_240702_BR1210
0.13333333341870457,256.173828125,GC_240730_BR1210
0.13333333341870457,245.72769165039062,GP_241022_BR1210
0.1499999999650754,260.7568664550781,20221028_0906_BR-1210
0.1499999999650754,264.79913330078125,20221115_0832_BR-1210
0.1499999999650754,264.96630859375,20230307_0737_BR-1210
0.1499999999650754,264.13922119140625,20230504_0839_BR-1210
0.1499999999650754,266.789306640625,20230518_0856_BR-1210
0.1499999999650754,260.923,20230524_0902_BR-1210
0.1499999999650754,256.44232177734375,20230615_0848_BR-1210
0.1499999999650754,269.2593994140625,20230824_0925_BR-1210
0.1499999999650754,266.25445556640625,20231023_1358_BR-1210
0.1499999999650754,256.6808777,20240306_0847_BR-1210
0.1499999999650754,257.0093994140625,20240502_0858_BR-1210
0.1499999999650754,246.4736785888672,20240516_0838_BR-1210
0.1499999999650754,249.29782104492188,GC_240625_BR1210
0.1499999999650754,261.4189453125,GP_240702_BR1210
0.1499999999650754,256.21527099609375,GC_240730_BR1210
0.1499999999650754,253.26112365722656,GP_241009_BR1210
0.1499999999650754,245.7362823486328,GP_241022_BR1210
0.1500000001396984,271.10699462890625,20221117_0815_BR-1210
0.1500000001396984,268.63818359375,20230111_0653_BR-1210
0.1500000001396984,244.2681122,20240111_0851_BR-1210
0.16666666651144624,266.6222839355469,20231023_1358_BR-1210
0.16666666668606922,260.9237365722656,20221028_0906_BR-1210
0.16666666668606922,264.8625793457031,20221115_0832_BR-1210
0.16666666668606922,271.3067321777344,20221117_0815_BR-1210
0.16666666668606922,269.2106018066406,20230111_0653_BR-1210
0.16666666668606922,265.0267333984375,20230307_0737_BR-1210
0.16666666668606922,264.2846984863281,20230504_0839_BR-1210
0.16666666668606922,266.16778564453125,20230518_0856_BR-1210
0.16666666668606922,260.9599,20230524_0902_BR-1210
0.16666666668606922,256.94940185546875,20230615_0848_BR-1210
0.16666666668606922,269.4994201660156,20230824_0925_BR-1210
0.16666666668606922,244.2838898,20240111_0851_BR-1210
0.16666666668606922,256.6987915,20240306_0847_BR-1210
0.16666666668606922,257.05438232421875,20240502_0858_BR-1210
0.16666666668606922,246.58212280273438,20240516_0838_BR-1210
0.16666666668606922,249.6601104736328,GC_240625_BR1210
0.16666666668606922,261.4980163574219,GP_240702_BR1210
0.16666666668606922,256.2567443847656,GC_240730_BR1210
0.16666666668606922,253.2353515625,GP_241009_BR1210
0.16666666668606922,245.744873046875,GP_241022_BR1210
0.18333333323244005,261.09063720703125,20221028_0906_BR-1210
0.18333333323244005,265.13885498046875,20221115_0832_BR-1210
0.18333333323244005,260.9688,20230524_0902_BR-1210
0.18333333323244005,269.5372619628906,20230824_0925_BR-1210
0.18333333323244005,266.66656494140625,20231023_1358_BR-1210
0.18333333323244005,256.7167053,20240306_0847_BR-1210
0.18333333323244005,253.20956420898438,GP_241009_BR1210
0.18333333340706304,271.6867370605469,20221117_0815_BR-1210
0.18333333340706304,268.87091064453125,20230111_0653_BR-1210
0.18333333340706304,265.017822265625,20230307_0737_BR-1210
0.18333333340706304,264.44110107421875,20230504_0839_BR-1210
0.18333333340706304,266.11859130859375,20230518_0856_BR-1210
0.18333333340706304,257.01312255859375,20230615_0848_BR-1210
0.18333333340706304,244.2996826,20240111_0851_BR-1210
0.18333333340706304,257.0993347167969,20240502_0858_BR-1210
0.18333333340706304,246.5494842529297,20240516_0838_BR-1210
0.18333333340706304,250.02239990234375,GC_240625_BR1210
0.18333333340706304,261.6224060058594,GP_240702_BR1210
0.18333333340706304,256.2981872558594,GC_240730_BR1210
0.18333333340706304,245.7534637451172,GP_241022_BR1210
0.19999999995343387,260.9725341796875,20221028_0906_BR-1210
0.19999999995343387,264.7452087402344,20221115_0832_BR-1210
0.19999999995343387,265.2114562988281,20230307_0737_BR-1210
0.19999999995343387,264.451171875,20230504_0839_BR-1210
0.19999999995343387,265.8579406738281,20230518_0856_BR-1210
0.19999999995343387,260.9769,20230524_0902_BR-1210
0.19999999995343387,259.0033264160156,20230615_0848_BR-1210
0.19999999995343387,269.677978515625,20230824_0925_BR-1210
0.19999999995343387,266.7108459472656,20231023_1358_BR-1210
0.19999999995343387,256.7346497,20240306_0847_BR-1210
0.19999999995343387,257.05419921875,20240502_0858_BR-1210
0.19999999995343387,246.516845703125,20240516_0838_BR-1210
0.19999999995343387,250.3846893310547,GC_240625_BR1210
0.19999999995343387,261.7467956542969,GP_240702_BR1210
0.19999999995343387,256.31536865234375,GC_240730_BR1210
0.19999999995343387,253.18377685546875,GP_241009_BR1210
0.19999999995343387,245.76205444335938,GP_241022_BR1210
0.20000000012805685,271.4731750488281,20221117_0815_BR-1210
0.20000000012805685,268.9998474121094,20230111_0653_BR-1210
0.20000000012805685,244.3154755,20240111_0851_BR-1210
0.2166666664998047,266.755126953125,20231023_1358_BR-1210
0.2166666666744277,260.9728698730469,20221028_0906_BR-1210
0.2166666666744277,265.0308532714844,20221115_0832_BR-1210
0.2166666666744277,271.8399353027344,20221117_0815_BR-1210
0.2166666666744277,269.1607360839844,20230111_0653_BR-1210
0.2166666666744277,265.06634521484375,20230307_0737_BR-1210
0.2166666666744277,264.2782897949219,20230504_0839_BR-1210
0.2166666666744277,265.7349548339844,20230518_0856_BR-1210
0.2166666666744277,260.9905,20230524_0902_BR-1210
0.2166666666744277,257.7171936035156,20230615_0848_BR-1210
0.2166666666744277,269.32208251953125,20230824_0925_BR-1210
0.2166666666744277,244.3312683,20240111_0851_BR-1210
0.2166666666744277,256.7525635,20240306_0847_BR-1210
0.2166666666744277,256.99615478515625,20240502_0858_BR-1210
0.2166666666744277,246.48422241210938,20240516_0838_BR-1210
0.2166666666744277,250.74696350097656,GC_240625_BR1210
0.2166666666744277,261.7494201660156,GP_240702_BR1210
0.2166666666744277,256.32867431640625,GC_240730_BR1210
0.2166666666744277,253.1580047607422,GP_241009_BR1210
0.2166666666744277,245.77064514160156,GP_241022_BR1210
0.23333333322079852,261.19140625,20221028_0906_BR-1210
0.23333333322079852,264.6563415527344,20221115_0832_BR-1210
0.23333333322079852,261.0497,20230524_0902_BR-1210
0.23333333322079852,269.605224609375,20230824_0925_BR-1210
0.23333333322079852,266.79937744140625,20231023_1358_BR-1210
0.23333333322079852,253.13221740722656,GP_241009_BR1210
0.2333333333954215,271.6838684082031,20221117_0815_BR-1210
0.2333333333954215,268.5654602050781,20230111_0653_BR-1210
0.2333333333954215,265.09210205078125,20230307_0737_BR-1210
0.2333333333954215,264.13861083984375,20230504_0839_BR-1210
0.2333333333954215,265.99224853515625,20230518_0856_BR-1210
0.2333333333954215,257.137451171875,20230615_0848_BR-1210
0.2333333333954215,244.3470612,20240111_0851_BR-1210
0.2333333333954215,256.7704773,20240306_0847_BR-1210
0.2333333333954215,256.97381591796875,20240502_0858_BR-1210
0.2333333333954215,246.4515838623047,20240516_0838_BR-1210
0.2333333333954215,251.1092529296875,GC_240625_BR1210
0.2333333333954215,261.7494201660156,GP_240702_BR1210
0.2333333333954215,256.34197998046875,GC_240730_BR1210
0.2333333333954215,245.77923583984375,GP_241022_BR1210
0.24999999994179234,260.9886169433594,20221028_0906_BR-1210
0.24999999994179234,264.9368591308594,20221115_0832_BR-1210
0.24999999994179234,265.1407165527344,20230307_0737_BR-1210
0.24999999994179234,264.0202331542969,20230504_0839_BR-1210
0.24999999994179234,265.7012939453125,20230518_0856_BR-1210
0.24999999994179234,261.1319,20230524_0902_BR-1210
0.24999999994179234,256.8616638183594,20230615_0848_BR-1210
0.24999999994179234,269.80792236328125,20230824_0925_BR-1210
0.24999999994179234,266.8497619628906,20231023_1358_BR-1210
0.24999999994179234,256.7884216,20240306_0847_BR-1210
0.24999999994179234,256.9779357910156,20240502_0858_BR-1210
0.24999999994179234,246.4935302734375,20240516_0838_BR-1210
0.24999999994179234,261.7494201660156,GP_240702_BR1210
0.24999999994179234,256.35528564453125,GC_240730_BR1210
0.24999999994179234,253.1064453125,GP_241009_BR1210
0.2500000001164153,271.4868469238281,20221117_0815_BR-1210
0.2500000001164153,268.8824768066406,20230111_0653_BR-1210
0.2500000001164153,244.362854,20240111_0851_BR-1210
0.2500000001164153,251.42037963867188,GC_240625_BR1210
0.2500000001164153,245.78782653808594,GP_241022_BR1210
0.26666666666278616,260.7858581542969,20221028_0906_BR-1210
0.26666666666278616,265.0216369628906,20221115_0832_BR-1210
0.26666666666278616,271.10797119140625,20221117_0815_BR-1210
0.26666666666278616,268.6654968261719,20230111_0653_BR-1210
0.26666666666278616,265.2285461425781,20230307_0737_BR-1210
0.26666666666278616,264.1675109863281,20230504_0839_BR-1210
0.26666666666278616,265.8827209472656,20230518_0856_BR-1210
0.26666666666278616,261.2691,20230524_0902_BR-1210
0.26666666666278616,256.6435241699219,20230615_0848_BR-1210
0.26666666666278616,269.3360290527344,20230824_0925_BR-1210
0.26666666666278616,266.9184265136719,20231023_1358_BR-1210
0.26666666666278616,244.3786469,20240111_0851_BR-1210
0.26666666666278616,256.8063354,20240306_0847_BR-1210
0.26666666666278616,256.9820251464844,20240502_0858_BR-1210
0.26666666666278616,246.56320190429688,20240516_0838_BR-1210
0.26666666666278616,250.72979736328125,GC_240625_BR1210
0.26666666666278616,261.7494201660156,GP_240702_BR1210
0.26666666666278616,256.36859130859375,GC_240730_BR1210
0.26666666666278616,253.08065795898438,GP_241009_BR1210
0.26666666666278616,245.79641723632812,GP_241022_BR1210
0.283333333209157,260.58306884765625,20221028_0906_BR-1210
0.283333333209157,265.12884521484375,20221115_0832_BR-1210
0.283333333209157,261.1648,20230524_0902_BR-1210
0.283333333209157,266.9870910644531,20231023_1358_BR-1210
0.283333333209157,252.818115234375,GP_241009_BR1210
0.28333333338378,271.3415222167969,20221117_0815_BR-1210
0.28333333338378,268.3553161621094,20230111_0653_BR-1210
0.28333333338378,265.20233154296875,20230307_0737_BR-1210
0.28333333338378,264.2598571777344,20230504_0839_BR-1210
0.28333333338378,265.85211181640625,20230518_0856_BR-1210
0.28333333338378,256.47735595703125,20230615_0848_BR-1210
0.28333333338378,269.5937194824219,20230824_0925_BR-1210
0.28333333338378,244.3944397,20240111_0851_BR-1210
0.28333333338378,256.8242493,20240306_0847_BR-1210
0.28333333338378,256.98614501953125,20240502_0858_BR-1210
0.28333333338378,246.63287353515625,20240516_0838_BR-1210
0.28333333338378,250.74537658691406,GC_240625_BR1210
0.28333333338378,261.7494201660156,GP_240702_BR1210
0.28333333338378,256.3594055175781,GC_240730_BR1210
0.28333333338378,245.8050079345703,GP_241022_BR1210
0.2999999999301508,261.0795593261719,20221028_0906_BR-1210
0.2999999999301508,264.4936828613281,20221115_0832_BR-1210
0.2999999999301508,265.0564880371094,20230307_0737_BR-1210
0.2999999999301508,264.1553039550781,20230504_0839_BR-1210
0.2999999999301508,265.8771057128906,20230518_0856_BR-1210
0.2999999999301508,260.9893,20230524_0902_BR-1210
0.2999999999301508,256.4532775878906,20230615_0848_BR-1210
0.2999999999301508,269.8514099121094,20230824_0925_BR-1210
0.2999999999301508,267.0557556152344,20231023_1358_BR-1210
0.2999999999301508,256.8421936,20240306_0847_BR-1210
0.2999999999301508,256.990234375,20240502_0858_BR-1210
0.2999999999301508,246.7025604248047,20240516_0838_BR-1210
0.2999999999301508,256.34613037109375,GC_240730_BR1210
0.2999999999301508,252.9554443359375,GP_241009_BR1210
0.3000000001047738,271.4446105957031,20221117_0815_BR-1210
0.3000000001047738,268.99053955078125,20230111_0653_BR-1210
0.3000000001047738,244.4102173,20240111_0851_BR-1210
0.3000000001047738,251.26451110839844,GC_240625_BR1210
0.3000000001047738,261.7494201660156,GP_240702_BR1210
0.3000000001047738,245.8135986328125,GP_241022_BR1210
0.3166666666511446,261.03717041015625,20221028_0906_BR-1210
0.3166666666511446,264.6973571777344,20221115_0832_BR-1210
0.3166666666511446,271.49041748046875,20221117_0815_BR-1210
0.3166666666511446,268.7353515625,20230111_0653_BR-1210
0.3166666666511446,265.20172119140625,20230307_0737_BR-1210
0.3166666666511446,264.05078125,20230504_0839_BR-1210
0.3166666666511446,265.6523132324219,20230518_0856_BR-1210
0.3166666666511446,261.0193,20230524_0902_BR-1210
0.3166666666511446,256.88031005859375,20230615_0848_BR-1210
0.3166666666511446,269.640380859375,20230824_0925_BR-1210
0.3166666666511446,267.0614929199219,20231023_1358_BR-1210
0.3166666666511446,256.8601074,20240306_0847_BR-1210
0.3166666666511446,256.9943542480469,20240502_0858_BR-1210
0.3166666666511446,246.73997497558594,20240516_0838_BR-1210
0.3166666666511446,250.8114013671875,GC_240625_BR1210
0.3166666666511446,261.7494201660156,GP_240702_BR1210
0.3166666666511446,256.3328552246094,GC_240730_BR1210
0.3166666666511446,253.08859252929688,GP_241009_BR1210
0.3166666666511446,245.8221893310547,GP_241022_BR1210
0.3166666668257676,244.4260101,20240111_0851_BR-1210
0.33333333319751546,264.6989440917969,20221115_0832_BR-1210
0.33333333319751546,266.7663879394531,20231023_1358_BR-1210
0.33333333337213844,261.01617431640625,20221028_0906_BR-1210
0.33333333337213844,271.7856140136719,20221117_0815_BR-1210
0.33333333337213844,268.7442321777344,20230111_0653_BR-1210
0.33333333337213844,265.51031494140625,20230307_0737_BR-1210
0.33333333337213844,263.99114990234375,20230504_0839_BR-1210
0.33333333337213844,265.7923889160156,20230518_0856_BR-1210
0.33333333337213844,261.0493,20230524_0902_BR-1210
0.33333333337213844,256.74639892578125,20230615_0848_BR-1210
0.33333333337213844,269.5637512207031,20230824_0925_BR-1210
0.33333333337213844,244.441803,20240111_0851_BR-1210
0.33333333337213844,256.8780212,20240306_0847_BR-1210
0.33333333337213844,256.9984436035156,20240502_0858_BR-1210
0.33333333337213844,246.65769958496094,20240516_0838_BR-1210
0.33333333337213844,250.86524963378906,GC_240625_BR1210
0.33333333337213844,261.7494201660156,GP_240702_BR1210
0.33333333337213844,256.319580078125,GC_240730_BR1210
0.33333333337213844,253.02285766601562,GP_241009_BR1210
0.33333333337213844,245.83078002929688,GP_241022_BR1210
0.3499999999185093,260.899658203125,20221028_0906_BR-1210
0.3499999999185093,265.22467041015625,20221115_0832_BR-1210
0.3499999999185093,264.0215148925781,20230504_0839_BR-1210
0.3499999999185093,265.91400146484375,20230518_0856_BR-1210
0.3499999999185093,261.0793,20230524_0902_BR-1210
0.3499999999185093,256.5854187011719,20230615_0848_BR-1210
0.3499999999185093,269.68701171875,20230824_0925_BR-1210
0.3499999999185093,266.8147888183594,20231023_1358_BR-1210
0.3499999999185093,256.8959656,20240306_0847_BR-1210
0.3499999999185093,256.98248291015625,20240502_0858_BR-1210
0.3499999999185093,246.57540893554688,20240516_0838_BR-1210
0.3499999999185093,256.30633544921875,GC_240730_BR1210
0.3499999999185093,252.95713806152344,GP_241009_BR1210
0.35000000009313226,271.43963623046875,20221117_0815_BR-1210
0.35000000009313226,269.0202331542969,20230111_0653_BR-1210
0.35000000009313226,265.3208312988281,20230307_0737_BR-1210
0.35000000009313226,244.4575958,20240111_0851_BR-1210
0.35000000009313226,250.91909790039062,GC_240625_BR1210
0.35000000009313226,261.7494201660156,GP_240702_BR1210
0.35000000009313226,245.83937072753906,GP_241022_BR1210
0.3666666666395031,261.01971435546875,20221028_0906_BR-1210
0.3666666666395031,264.95318603515625,20221115_0832_BR-1210
0.3666666666395031,265.0963134765625,20230307_0737_BR-1210
0.3666666666395031,264.0302429199219,20230504_0839_BR-1210
0.3666666666395031,265.7256164550781,20230518_0856_BR-1210
0.3666666666395031,261.0101,20230524_0902_BR-1210
0.3666666666395031,256.52923583984375,20230615_0848_BR-1210
0.3666666666395031,269.8119201660156,20230824_0925_BR-1210
0.3666666666395031,266.8752746582031,20231023_1358_BR-1210
0.3666666666395031,256.9138794,20240306_0847_BR-1210
0.3666666666395031,256.9535827636719,20240502_0858_BR-1210
0.3666666666395031,246.4931182861328,20240516_0838_BR-1210
0.3666666666395031,251.00613403320312,GC_240625_BR1210
0.3666666666395031,261.7494201660156,GP_240702_BR1210
0.3666666666395031,256.2930603027344,GC_240730_BR1210
0.3666666666395031,252.91917419433594,GP_241009_BR1210
0.3666666666395031,245.84796142578125,GP_241022_BR1210
0.3666666668141261,271.8171081542969,20221117_0815_BR-1210
0.3666666668141261,268.9090270996094,20230111_0653_BR-1210
0.3666666668141261,244.4733887,20240111_0851_BR-1210
0.3833333331858739,266.935791015625,20231023_1358_BR-1210
0.3833333333604969,261.38287353515625,20221028_0906_BR-1210
0.3833333333604969,265.286376953125,20221115_0832_BR-1210
0.3833333333604969,271.65863037109375,20221117_0815_BR-1210
0.3833333333604969,268.4746398925781,20230111_0653_BR-1210
0.3833333333604969,264.9685363769531,20230307_0737_BR-1210
0.3833333333604969,263.898193359375,20230504_0839_BR-1210
0.3833333333604969,265.69091796875,20230518_0856_BR-1210
0.3833333333604969,260.8947,20230524_0902_BR-1210
0.3833333333604969,256.4027404785156,20230615_0848_BR-1210
0.3833333333604969,269.9418029785156,20230824_0925_BR-1210
0.3833333333604969,244.4891815,20240111_0851_BR-1210
0.3833333333604969,256.9317932,20240306_0847_BR-1210
0.3833333333604969,256.9246826171875,20240502_0858_BR-1210
0.3833333333604969,246.4108428955078,20240516_0838_BR-1210
0.3833333333604969,251.15264892578125,GC_240625_BR1210
0.3833333333604969,261.7494201660156,GP_240702_BR1210
0.3833333333604969,256.27978515625,GC_240730_BR1210
0.3833333333604969,252.903564453125,GP_241009_BR1210
0.3833333333604969,245.85655212402344,GP_241022_BR1210
0.39999999990686774,261.1132507324219,20221028_0906_BR-1210
0.39999999990686774,264.6888732910156,20221115_0832_BR-1210
0.39999999990686774,260.9224,20230524_0902_BR-1210
0.39999999990686774,270.0716552734375,20230824_0925_BR-1210
0.39999999990686774,266.8450622558594,20231023_1358_BR-1210
0.39999999990686774,256.9497375,20240306_0847_BR-1210
