Time (hours),Batch,DO_PV
0,20221028_0906_BR-1210,96.38800811767578
0,20221115_0832_BR-1210,96.11919403076172
0,20221117_0815_BR-1210,98.45877838134766
0,20230111_0653_BR-1210,96.05758666992188
0,20230307_0737_BR-1210,97.38591766357422
0,20230504_0839_BR-1210,98.51118469238281
0,20230518_0856_BR-1210,101.76773071289062
0,20230524_0902_BR-1210,92.39105988
0,20230615_0848_BR-1210,99.43374633789062
0,20230824_0925_BR-1210,99.19396209716797
0,20231023_1358_BR-1210,97.70492553710938
0,20240111_0851_BR-1210,98.40203094
0,20240306_0847_BR-1210,97.02313995
0,20240502_0858_BR-1210,98.95408630371094
0,20240516_0838_BR-1210,98.22859954833984
0,GC_240625_BR1210,100.89681243896484
0,GP_240702_BR1210,99.0909652709961
0,GC_240730_BR1210,96.85710144042969
0,GP_241009_BR1210,97.86247253417969
0,GP_241022_BR1210,94.35694122314453
0.016666666546370834,20221028_0906_BR-1210,96.3409652709961
0.016666666546370834,20221115_0832_BR-1210,96.03484344482422
0.016666666546370834,20230524_0902_BR-1210,94.7397995
0.016666666546370834,20230824_0925_BR-1210,98.73161315917969
0.016666666546370834,20231023_1358_BR-1210,97.42093658447266
0.016666666546370834,GP_241009_BR1210,97.62527465820312
0.016666666720993817,20221117_0815_BR-1210,98.37496948242188
0.016666666720993817,20230111_0653_BR-1210,95.99700927734375
0.016666666720993817,20230307_0737_BR-1210,97.28556060791016
0.016666666720993817,20230504_0839_BR-1210,98.2119369506836
0.016666666720993817,20230518_0856_BR-1210,101.7215347290039
0.016666666720993817,20230615_0848_BR-1210,99.4024429321289
0.016666666720993817,20240111_0851_BR-1210,98.23978424
0.016666666720993817,20240306_0847_BR-1210,96.6798172
0.016666666720993817,20240502_0858_BR-1210,98.748046875
0.016666666720993817,20240516_0838_BR-1210,98.00607299804688
0.016666666720993817,GC_240625_BR1210,100.87225341796875
0.016666666720993817,GP_240702_BR1210,98.90312194824219
0.016666666720993817,GC_240730_BR1210,96.63834381103516
0.016666666720993817,GP_241022_BR1210,93.39614868164062
0.03333333326736465,20221028_0906_BR-1210,96.2939224243164
0.03333333326736465,20221115_0832_BR-1210,95.95049285888672
0.03333333326736465,20230307_0737_BR-1210,97.18519592285156
0.03333333326736465,20230504_0839_BR-1210,97.97088623046875
0.03333333326736465,20230518_0856_BR-1210,101.5101318359375
0.03333333326736465,20230524_0902_BR-1210,98.78574371
0.03333333326736465,20230615_0848_BR-1210,99.37113952636719
0.03333333326736465,20230824_0925_BR-1210,98.54302215576172
0.03333333326736465,20231023_1358_BR-1210,97.13694763183594
0.03333333326736465,20240306_0847_BR-1210,96.33648682
0.03333333326736465,20240502_0858_BR-1210,98.54199981689453
0.03333333326736465,20240516_0838_BR-1210,97.7835464477539
0.03333333326736465,GP_240702_BR1210,98.71527099609375
0.03333333326736465,GC_240730_BR1210,96.41959381103516
0.03333333326736465,GP_241009_BR1210,97.38806915283203
0.033333333441987634,20221117_0815_BR-1210,98.2911605834961
0.033333333441987634,20230111_0653_BR-1210,95.93643188476562
0.033333333441987634,20240111_0851_BR-1210,98.07753754
0.033333333441987634,GC_240625_BR1210,100.84768676757812
0.033333333441987634,GP_241022_BR1210,92.75373077392578
0.04999999998835847,20221028_0906_BR-1210,96.24688720703125
0.04999999998835847,20221115_0832_BR-1210,95.86613464355469
0.04999999998835847,20221117_0815_BR-1210,98.20735168457031
0.04999999998835847,20230111_0653_BR-1210,95.8758544921875
0.04999999998835847,20230307_0737_BR-1210,97.0848388671875
0.04999999998835847,20230504_0839_BR-1210,97.90082550048828
0.04999999998835847,20230518_0856_BR-1210,101.2987289428711
0.04999999998835847,20230524_0902_BR-1210,98.8087616
0.04999999998835847,20230615_0848_BR-1210,99.33983612060547
0.04999999998835847,20230824_0925_BR-1210,98.41600799560547
0.04999999998835847,20231023_1358_BR-1210,96.85295867919922
0.04999999998835847,20240306_0847_BR-1210,96.20710754
0.04999999998835847,20240502_0858_BR-1210,98.3359603881836
0.04999999998835847,20240516_0838_BR-1210,97.56101989746094
0.04999999998835847,GC_240625_BR1210,100.8231201171875
0.04999999998835847,GP_240702_BR1210,98.52742004394531
0.04999999998835847,GC_240730_BR1210,96.20083618164062
0.04999999998835847,GP_241009_BR1210,97.15086364746094
0.04999999998835847,GP_241022_BR1210,92.116943359375
0.05000000016298145,20240111_0851_BR-1210,97.9152832
0.0666666665347293,20221028_0906_BR-1210,96.19984436035156
0.0666666665347293,20221115_0832_BR-1210,95.78178405761719
0.0666666665347293,20231023_1358_BR-1210,96.68612670898438
0.06666666670935228,20221117_0815_BR-1210,98.12355041503906
0.06666666670935228,20230111_0653_BR-1210,95.81527709960938
0.06666666670935228,20230307_0737_BR-1210,96.98583984375
0.06666666670935228,20230504_0839_BR-1210,97.83077239990234
0.06666666670935228,20230518_0856_BR-1210,101.08732604980469
0.06666666670935228,20230524_0902_BR-1210,98.72060394
0.06666666670935228,20230615_0848_BR-1210,99.30853271484375
0.06666666670935228,20230824_0925_BR-1210,98.28900146484375
0.06666666670935228,20240111_0851_BR-1210,97.7530365
0.06666666670935228,20240306_0847_BR-1210,96.10266113
0.06666666670935228,20240502_0858_BR-1210,98.12991333007812
0.06666666670935228,20240516_0838_BR-1210,97.33849334716797
0.06666666670935228,GC_240625_BR1210,100.79855346679688
0.06666666670935228,GP_240702_BR1210,98.3395767211914
0.06666666670935228,GC_240730_BR1210,95.9820785522461
0.06666666670935228,GP_241009_BR1210,96.91366577148438
0.06666666670935228,GP_241022_BR1210,91.49203491210938
0.08333333325572312,20221028_0906_BR-1210,96.15280151367188
0.08333333325572312,20221115_0832_BR-1210,95.69743347167969
0.08333333325572312,20230504_0839_BR-1210,97.7607192993164
0.08333333325572312,20230518_0856_BR-1210,100.87592315673828
0.08333333325572312,20230524_0902_BR-1210,98.63244629
0.08333333325572312,20230615_0848_BR-1210,99.2772216796875
0.08333333325572312,20230824_0925_BR-1210,98.1619873046875
0.08333333325572312,20231023_1358_BR-1210,96.60305786132812
0.08333333325572312,20240306_0847_BR-1210,95.99822235
0.08333333325572312,20240502_0858_BR-1210,97.92387390136719
0.08333333325572312,20240516_0838_BR-1210,97.115966796875
0.08333333325572312,GC_240730_BR1210,95.7633285522461
0.08333333325572312,GP_241009_BR1210,96.79669189453125
0.0833333334303461,20221117_0815_BR-1210,98.03974151611328
0.0833333334303461,20230111_0653_BR-1210,95.75166320800781
0.0833333334303461,20230307_0737_BR-1210,96.89344024658203
0.0833333334303461,20240111_0851_BR-1210,97.59078979
0.0833333334303461,GC_240625_BR1210,100.77399444580078
0.0833333334303461,GP_240702_BR1210,98.15172576904297
0.0833333334303461,GP_241022_BR1210,90.86711883544922
0.09999999997671694,20221028_0906_BR-1210,96.10575866699219
0.09999999997671694,20221115_0832_BR-1210,95.61307525634766
0.09999999997671694,20221117_0815_BR-1210,97.9559326171875
0.09999999997671694,20230307_0737_BR-1210,96.80104064941406
0.09999999997671694,20230504_0839_BR-1210,97.69066619873047
0.09999999997671694,20230518_0856_BR-1210,100.66452026367188
0.09999999997671694,20230524_0902_BR-1210,98.54428864
0.09999999997671694,20230615_0848_BR-1210,99.1895523071289
0.09999999997671694,20230824_0925_BR-1210,98.03497314453125
0.09999999997671694,20231023_1358_BR-1210,96.51998138427734
0.09999999997671694,20240306_0847_BR-1210,95.89377594
0.09999999997671694,20240502_0858_BR-1210,97.81501770019531
0.09999999997671694,20240516_0838_BR-1210,96.89344024658203
0.09999999997671694,GC_240625_BR1210,100.74942779541016
0.09999999997671694,GP_240702_BR1210,97.96387481689453
0.09999999997671694,GC_240730_BR1210,95.67952728271484
0.09999999997671694,GP_241009_BR1210,96.73444366455078
0.09999999997671694,GP_241022_BR1210,90.2422103881836
0.10000000015133992,20230111_0653_BR-1210,95.68006134033203
0.10000000015133992,20240111_0851_BR-1210,97.42854309
0.11666666652308777,20231023_1358_BR-1210,96.4369125366211
0.11666666669771075,20221028_0906_BR-1210,96.0587158203125
0.11666666669771075,20221115_0832_BR-1210,95.52872467041016
0.11666666669771075,20221117_0815_BR-1210,97.87212371826172
0.11666666669771075,20230111_0653_BR-1210,95.60845184326172
0.11666666669771075,20230307_0737_BR-1210,96.7086410522461
0.11666666669771075,20230504_0839_BR-1210,97.62061309814453
0.11666666669771075,20230518_0856_BR-1210,100.49369812011719
0.11666666669771075,20230524_0902_BR-1210,98.45612335
0.11666666669771075,20230615_0848_BR-1210,98.88179779052734
0.11666666669771075,20230824_0925_BR-1210,97.907958984375
0.11666666669771075,20240111_0851_BR-1210,97.26628876
0.11666666669771075,20240306_0847_BR-1210,95.78933716
0.11666666669771075,20240502_0858_BR-1210,97.72008514404297
0.11666666669771075,20240516_0838_BR-1210,96.8065185546875
0.11666666669771075,GC_240625_BR1210,100.64947509765625
0.11666666669771075,GP_240702_BR1210,97.89081573486328
0.11666666669771075,GC_240730_BR1210,95.6172866821289
0.11666666669771075,GP_241009_BR1210,96.67219543457031
0.11666666669771075,GP_241022_BR1210,89.61730194091797
0.1333333332440816,20221028_0906_BR-1210,96.01167297363281
0.1333333332440816,20221115_0832_BR-1210,95.44437408447266
0.1333333332440816,20230524_0902_BR-1210,98.3679657
0.1333333332440816,20230824_0925_BR-1210,97.78094482421875
0.1333333332440816,20231023_1358_BR-1210,96.35383605957031
0.1333333332440816,20240306_0847_BR-1210,95.68489075
0.1333333332440816,20240502_0858_BR-1210,97.6251449584961
0.1333333332440816,20240516_0838_BR-1210,96.72997283935547
0.1333333332440816,GP_241009_BR1210,96.60993957519531
0.13333333341870457,20221117_0815_BR-1210,97.78831481933594
0.13333333341870457,20230111_0653_BR-1210,95.53684997558594
0.13333333341870457,20230307_0737_BR-1210,96.61624145507812
0.13333333341870457,20230504_0839_BR-1210,97.5505599975586
0.13333333341870457,20230518_0856_BR-1210,100.34394836425781
0.13333333341870457,20230615_0848_BR-1210,98.57405090332031
0.13333333341870457,20240111_0851_BR-1210,97.10404205
0.13333333341870457,GC_240625_BR1210,100.44743347167969
0.13333333341870457,GP_240702_BR1210,97.8265380859375
0.13333333341870457,GC_240730_BR1210,95.55503845214844
0.13333333341870457,GP_241022_BR1210,89.18704223632812
0.1499999999650754,20221028_0906_BR-1210,95.96463012695312
0.1499999999650754,20221115_0832_BR-1210,95.36001586914062
0.1499999999650754,20230307_0737_BR-1210,96.52384185791016
0.1499999999650754,20230504_0839_BR-1210,97.48050689697266
0.1499999999650754,20230518_0856_BR-1210,100.19420623779297
0.1499999999650754,20230524_0902_BR-1210,98.27980804
0.1499999999650754,20230615_0848_BR-1210,98.26630401611328
0.1499999999650754,20230824_0925_BR-1210,97.6539306640625
0.1499999999650754,20231023_1358_BR-1210,96.27076721191406
0.1499999999650754,20240306_0847_BR-1210,95.58045197
0.1499999999650754,20240502_0858_BR-1210,97.53020477294922
0.1499999999650754,20240516_0838_BR-1210,96.65342712402344
0.1499999999650754,GC_240625_BR1210,100.24539947509766
0.1499999999650754,GP_240702_BR1210,97.76226043701172
0.1499999999650754,GC_240730_BR1210,95.4927978515625
0.1499999999650754,GP_241009_BR1210,96.54769134521484
0.1499999999650754,GP_241022_BR1210,88.79696655273438
0.1500000001396984,20221117_0815_BR-1210,97.70451354980469
0.1500000001396984,20230111_0653_BR-1210,95.46524047851562
0.1500000001396984,20240111_0851_BR-1210,96.94179535
0.16666666651144624,20231023_1358_BR-1210,96.18769836425781
0.16666666668606922,20221028_0906_BR-1210,95.91758728027344
0.16666666668606922,20221115_0832_BR-1210,95.27566528320312
0.16666666668606922,20221117_0815_BR-1210,97.6207046508789
0.16666666668606922,20230111_0653_BR-1210,95.39363098144531
0.16666666668606922,20230307_0737_BR-1210,96.43144226074219
0.16666666668606922,20230504_0839_BR-1210,97.41045379638672
0.16666666668606922,20230518_0856_BR-1210,100.0444564819336
0.16666666668606922,20230524_0902_BR-1210,98.19165039
0.16666666668606922,20230615_0848_BR-1210,97.95854949951172
0.16666666668606922,20230824_0925_BR-1210,97.52692413330078
0.16666666668606922,20240111_0851_BR-1210,96.77954865
0.16666666668606922,20240306_0847_BR-1210,95.47601318
0.16666666668606922,20240502_0858_BR-1210,97.43526458740234
0.16666666668606922,20240516_0838_BR-1210,96.5768814086914
0.16666666668606922,GC_240625_BR1210,100.0433578491211
0.16666666668606922,GP_240702_BR1210,97.69798278808594
0.16666666668606922,GC_240730_BR1210,95.43055725097656
0.16666666668606922,GP_241009_BR1210,96.48543548583984
0.16666666668606922,GP_241022_BR1210,88.40689086914062
0.18333333323244005,20221028_0906_BR-1210,95.87054443359375
0.18333333323244005,20221115_0832_BR-1210,95.19131469726562
0.18333333323244005,20230524_0902_BR-1210,98.10349274
0.18333333323244005,20230824_0925_BR-1210,97.39990997314453
0.18333333323244005,20231023_1358_BR-1210,96.10462188720703
0.18333333323244005,20240306_0847_BR-1210,95.37156677
0.18333333323244005,GP_241009_BR1210,96.42318725585938
0.18333333340706304,20221117_0815_BR-1210,97.53689575195312
0.18333333340706304,20230111_0653_BR-1210,95.32202911376953
0.18333333340706304,20230307_0737_BR-1210,96.33904266357422
0.18333333340706304,20230504_0839_BR-1210,97.34040069580078
0.18333333340706304,20230518_0856_BR-1210,99.89471435546875
0.18333333340706304,20230615_0848_BR-1210,97.65080261230469
0.18333333340706304,20240111_0851_BR-1210,96.71224976
0.18333333340706304,20240502_0858_BR-1210,97.34032440185547
0.18333333340706304,20240516_0838_BR-1210,96.50032806396484
0.18333333340706304,GC_240625_BR1210,99.84131622314453
0.18333333340706304,GP_240702_BR1210,97.63370513916016
0.18333333340706304,GC_240730_BR1210,95.36831665039062
0.18333333340706304,GP_241022_BR1210,88.01681518554688
0.19999999995343387,20221028_0906_BR-1210,95.82350158691406
0.19999999995343387,20221115_0832_BR-1210,95.1069564819336
0.19999999995343387,20230307_0737_BR-1210,96.24664306640625
0.19999999995343387,20230504_0839_BR-1210,97.27033996582031
0.19999999995343387,20230518_0856_BR-1210,99.74496459960938
0.19999999995343387,20230524_0902_BR-1210,98.01533508
0.19999999995343387,20230615_0848_BR-1210,97.34305572509766
0.19999999995343387,20230824_0925_BR-1210,97.27289581298828
0.19999999995343387,20231023_1358_BR-1210,96.02155303955078
0.19999999995343387,20240306_0847_BR-1210,95.26712799
0.19999999995343387,20240502_0858_BR-1210,97.2453842163086
0.19999999995343387,20240516_0838_BR-1210,96.42378234863281
0.19999999995343387,GC_240625_BR1210,99.63927459716797
0.19999999995343387,GP_240702_BR1210,97.56942749023438
0.19999999995343387,GC_240730_BR1210,95.30607604980469
0.19999999995343387,GP_241009_BR1210,96.36093139648438
0.19999999995343387,GP_241022_BR1210,87.62673950195312
0.20000000012805685,20221117_0815_BR-1210,97.45308685302734
0.20000000012805685,20230111_0653_BR-1210,95.25041961669922
0.20000000012805685,20240111_0851_BR-1210,96.64617157
0.2166666664998047,20231023_1358_BR-1210,95.9384765625
0.2166666666744277,20221028_0906_BR-1210,95.77645874023438
0.2166666666744277,20221115_0832_BR-1210,95.0226058959961
0.2166666666744277,20221117_0815_BR-1210,97.36927795410156
0.2166666666744277,20230111_0653_BR-1210,95.17881774902344
0.2166666666744277,20230307_0737_BR-1210,96.15424346923828
0.2166666666744277,20230504_0839_BR-1210,97.20028686523438
0.2166666666744277,20230518_0856_BR-1210,99.59522247314453
0.2166666666744277,20230524_0902_BR-1210,97.9271698
0.2166666666744277,20230615_0848_BR-1210,97.03530883789062
0.2166666666744277,20230824_0925_BR-1210,97.14588165283203
0.2166666666744277,20240111_0851_BR-1210,96.58009338
0.2166666666744277,20240306_0847_BR-1210,95.16268158
0.2166666666744277,20240502_0858_BR-1210,97.15044403076172
0.2166666666744277,20240516_0838_BR-1210,96.34723663330078
0.2166666666744277,GC_240625_BR1210,99.4372329711914
0.2166666666744277,GP_240702_BR1210,97.50514221191406
0.2166666666744277,GC_240730_BR1210,95.24383544921875
0.2166666666744277,GP_241009_BR1210,96.2986831665039
0.2166666666744277,GP_241022_BR1210,87.23666381835938
0.23333333322079852,20221028_0906_BR-1210,95.72941589355469
0.23333333322079852,20221115_0832_BR-1210,94.9382553100586
0.23333333322079852,20230524_0902_BR-1210,97.83901215
0.23333333322079852,20230824_0925_BR-1210,97.01886749267578
0.23333333322079852,20231023_1358_BR-1210,95.85540771484375
0.23333333322079852,GP_241009_BR1210,96.23643493652344
0.2333333333954215,20221117_0815_BR-1210,97.28546905517578
0.2333333333954215,20230111_0653_BR-1210,95.10720825195312
0.2333333333954215,20230307_0737_BR-1210,96.06184387207031
0.2333333333954215,20230504_0839_BR-1210,97.13023376464844
0.2333333333954215,20230518_0856_BR-1210,99.44547271728516
0.2333333333954215,20230615_0848_BR-1210,96.72755432128906
0.2333333333954215,20240111_0851_BR-1210,96.5140152
0.2333333333954215,20240306_0847_BR-1210,95.0582428
0.2333333333954215,20240502_0858_BR-1210,97.05551147460938
0.2333333333954215,20240516_0838_BR-1210,96.27069091796875
0.2333333333954215,GC_240625_BR1210,99.23519134521484
0.2333333333954215,GP_240702_BR1210,97.44086456298828
0.2333333333954215,GC_240730_BR1210,95.18159484863281
0.2333333333954215,GP_241022_BR1210,86.95893859863281
0.24999999994179234,20221028_0906_BR-1210,95.65157318115234
0.24999999994179234,20221115_0832_BR-1210,94.85389709472656
0.24999999994179234,20230307_0737_BR-1210,95.96944427490234
0.24999999994179234,20230504_0839_BR-1210,97.0601806640625
0.24999999994179234,20230518_0856_BR-1210,99.29572296142578
0.24999999994179234,20230524_0902_BR-1210,97.75085449
0.24999999994179234,20230615_0848_BR-1210,96.45640563964844
0.24999999994179234,20230824_0925_BR-1210,96.89185333251953
0.24999999994179234,20231023_1358_BR-1210,95.7723388671875
0.24999999994179234,20240306_0847_BR-1210,94.95379639
0.24999999994179234,20240502_0858_BR-1210,96.9605712890625
0.24999999994179234,20240516_0838_BR-1210,96.19414520263672
0.24999999994179234,GP_240702_BR1210,97.3765869140625
0.24999999994179234,GC_240730_BR1210,95.11935424804688
0.24999999994179234,GP_241009_BR1210,96.17417907714844
0.2500000001164153,20221117_0815_BR-1210,97.20166778564453
0.2500000001164153,20230111_0653_BR-1210,95.03559875488281
0.2500000001164153,20240111_0851_BR-1210,96.44794464
0.2500000001164153,GC_240625_BR1210,99.03314971923828
0.2500000001164153,GP_241022_BR1210,86.72300720214844
0.26666666666278616,20221028_0906_BR-1210,95.57306671142578
0.26666666666278616,20221115_0832_BR-1210,94.76954650878906
0.26666666666278616,20221117_0815_BR-1210,97.11785888671875
0.26666666666278616,20230111_0653_BR-1210,94.96399688720703
0.26666666666278616,20230307_0737_BR-1210,95.87704467773438
0.26666666666278616,20230504_0839_BR-1210,96.99012756347656
0.26666666666278616,20230518_0856_BR-1210,99.14598083496094
0.26666666666278616,20230524_0902_BR-1210,97.66269684
0.26666666666278616,20230615_0848_BR-1210,96.36320495605469
0.26666666666278616,20230824_0925_BR-1210,96.77107238769531
