Time (hours),Batch,Temperature_PV
0.03333333326736465,20231023_1358_BR-1210,29.918224334716797
0.03333333326736465,20240306_0847_BR-1210,29.93642426
0.03333333326736465,20240502_0858_BR-1210,30.08921241760254
0.03333333326736465,20240516_0838_BR-1210,30.12982749938965
0.03333333326736465,GP_240702_BR1210,30.102907180786133
0.03333333326736465,GC_240730_BR1210,29.997417449951172
0.03333333326736465,GP_241009_BR1210,30.063159942626953
0.033333333441987634,20221117_0815_BR-1210,29.993432998657227
0.033333333441987634,20230111_0653_BR-1210,30.046804428100586
0.033333333441987634,20240111_0851_BR-1210,29.98262024
0.033333333441987634,GC_240625_BR1210,30.209754943847656
0.033333333441987634,GP_241022_BR1210,30.02277183532715
0.04999999998835847,20221028_0906_BR-1210,30.097942352294922
0.04999999998835847,20221115_0832_BR-1210,30.146364212036133
0.04999999998835847,20221117_0815_BR-1210,29.99398422241211
0.04999999998835847,20230111_0653_BR-1210,30.045024871826172
0.04999999998835847,20230307_0737_BR-1210,30.02001190185547
0.04999999998835847,20230504_0839_BR-1210,30.210712432861328
0.04999999998835847,20230518_0856_BR-1210,30.311128616333008
0.04999999998835847,20230524_0902_BR-1210,30.21265411
0.04999999998835847,20230615_0848_BR-1210,30.21648597717285
0.04999999998835847,20230824_0925_BR-1210,29.90548324584961
0.04999999998835847,20231023_1358_BR-1210,29.918254852294922
0.04999999998835847,20240306_0847_BR-1210,29.93714333
0.04999999998835847,20240502_0858_BR-1210,30.08914566040039
0.04999999998835847,20240516_0838_BR-1210,30.129655838012695
0.04999999998835847,GC_240625_BR1210,30.084543228149414
0.04999999998835847,GP_240702_BR1210,30.10288429260254
0.04999999998835847,GC_240730_BR1210,29.997486114501953
0.04999999998835847,GP_241009_BR1210,30.06313133239746
0.04999999998835847,GP_241022_BR1210,30.02247428894043
0.05000000016298145,20240111_0851_BR-1210,29.98241806
0.0666666665347293,20221028_0906_BR-1210,30.09783172607422
0.0666666665347293,20221115_0832_BR-1210,30.143619537353516
0.0666666665347293,20231023_1358_BR-1210,29.918283462524414
0.06666666670935228,20221117_0815_BR-1210,29.994535446166992
0.06666666670935228,20230111_0653_BR-1210,30.04324722290039
0.06666666670935228,20230307_0737_BR-1210,30.019712448120117
0.06666666670935228,20230504_0839_BR-1210,30.207538604736328
0.06666666670935228,20230518_0856_BR-1210,30.314416885375977
0.06666666670935228,20230524_0902_BR-1210,30.20612526
0.06666666670935228,20230615_0848_BR-1210,30.213619232177734
0.06666666670935228,20230824_0925_BR-1210,29.905235290527344
0.06666666670935228,20240111_0851_BR-1210,29.98221588
0.06666666670935228,20240306_0847_BR-1210,29.93786049
0.06666666670935228,20240502_0858_BR-1210,30.089078903198242
0.06666666670935228,20240516_0838_BR-1210,30.129484176635742
0.06666666670935228,GC_240625_BR1210,30.060531616210938
0.06666666670935228,GP_240702_BR1210,30.102861404418945
0.06666666670935228,GC_240730_BR1210,29.9975528717041
0.06666666670935228,GP_241009_BR1210,30.063100814819336
0.06666666670935228,GP_241022_BR1210,30.022174835205078
0.08333333325572312,20221028_0906_BR-1210,30.097721099853516
0.08333333325572312,20221115_0832_BR-1210,30.140872955322266
0.08333333325572312,20230504_0839_BR-1210,30.20436668395996
0.08333333325572312,20230518_0856_BR-1210,30.218990325927734
0.08333333325572312,20230524_0902_BR-1210,30.19959641
0.08333333325572312,20230615_0848_BR-1210,30.21075439453125
0.08333333325572312,20230824_0925_BR-1210,29.904987335205078
0.08333333325572312,20231023_1358_BR-1210,29.91831398010254
0.08333333325572312,20240306_0847_BR-1210,29.93857765
0.08333333325572312,20240502_0858_BR-1210,30.08901023864746
0.08333333325572312,20240516_0838_BR-1210,30.12931251525879
0.08333333325572312,GC_240730_BR1210,29.997621536254883
0.08333333325572312,GP_241009_BR1210,30.06307029724121
0.0833333334303461,20221117_0815_BR-1210,29.995086669921875
0.0833333334303461,20230111_0653_BR-1210,30.041467666625977
0.0833333334303461,20230307_0737_BR-1210,30.019412994384766
0.0833333334303461,20240111_0851_BR-1210,29.9820137
0.0833333334303461,GC_240625_BR1210,30.0605525970459
0.0833333334303461,GP_240702_BR1210,30.10283851623535
0.0833333334303461,GP_241022_BR1210,30.02187728881836
0.09999999997671694,20221028_0906_BR-1210,30.097610473632812
0.09999999997671694,20221115_0832_BR-1210,30.138126373291016
0.09999999997671694,20221117_0815_BR-1210,29.995637893676758
0.09999999997671694,20230307_0737_BR-1210,30.019113540649414
0.09999999997671694,20230504_0839_BR-1210,30.201194763183594
0.09999999997671694,20230518_0856_BR-1210,30.123563766479492
0.09999999997671694,20230524_0902_BR-1210,30.19306946
0.09999999997671694,20230615_0848_BR-1210,30.207887649536133
0.09999999997671694,20230824_0925_BR-1210,29.904739379882812
0.09999999997671694,20231023_1358_BR-1210,29.918344497680664
0.09999999997671694,20240306_0847_BR-1210,29.93929482
0.09999999997671694,20240502_0858_BR-1210,30.088943481445312
0.09999999997671694,20240516_0838_BR-1210,30.129140853881836
0.09999999997671694,GC_240625_BR1210,30.060575485229492
0.09999999997671694,GP_240702_BR1210,30.10281753540039
0.09999999997671694,GC_240730_BR1210,29.99768829345703
0.09999999997671694,GP_241009_BR1210,30.06304168701172
0.09999999997671694,GP_241022_BR1210,30.021577835083008
0.10000000015133992,20230111_0653_BR-1210,30.039690017700195
0.10000000015133992,20240111_0851_BR-1210,29.98180962
0.11666666652308777,20231023_1358_BR-1210,29.918373107910156
0.11666666669771075,20221028_0906_BR-1210,30.09749984741211
0.11666666669771075,20221115_0832_BR-1210,30.135379791259766
0.11666666669771075,20221117_0815_BR-1210,29.99618911743164
0.11666666669771075,20230111_0653_BR-1210,30.03791046142578
0.11666666669771075,20230307_0737_BR-1210,30.018814086914062
0.11666666669771075,20230504_0839_BR-1210,30.198022842407227
0.11666666669771075,20230518_0856_BR-1210,30.028139114379883
0.11666666669771075,20230524_0902_BR-1210,30.1865406
0.11666666669771075,20230615_0848_BR-1210,30.205020904541016
0.11666666669771075,20230824_0925_BR-1210,29.904491424560547
0.11666666669771075,20240111_0851_BR-1210,29.98160744
0.11666666669771075,20240306_0847_BR-1210,29.94001198
0.11666666669771075,20240502_0858_BR-1210,30.088876724243164
0.11666666669771075,20240516_0838_BR-1210,30.128969192504883
0.11666666669771075,GC_240625_BR1210,30.060598373413086
0.11666666669771075,GP_240702_BR1210,30.102794647216797
0.11666666669771075,GC_240730_BR1210,29.99775505065918
0.11666666669771075,GP_241009_BR1210,30.063011169433594
0.11666666669771075,GP_241022_BR1210,30.02128028869629
0.1333333332440816,20221028_0906_BR-1210,30.09739112854004
0.1333333332440816,20221115_0832_BR-1210,30.13263511657715
0.1333333332440816,20230524_0902_BR-1210,30.18001175
0.1333333332440816,20230824_0925_BR-1210,29.90424346923828
0.1333333332440816,20231023_1358_BR-1210,29.91840362548828
0.1333333332440816,20240306_0847_BR-1210,29.94072914
0.1333333332440816,20240502_0858_BR-1210,30.088809967041016
0.1333333332440816,20240516_0838_BR-1210,30.12879753112793
0.1333333332440816,GP_241009_BR1210,30.0629825592041
0.13333333341870457,20221117_0815_BR-1210,29.99673843383789
0.13333333341870457,20230111_0653_BR-1210,30.0361328125
0.13333333341870457,20230307_0737_BR-1210,30.01851463317871
0.13333333341870457,20230504_0839_BR-1210,30.194849014282227
0.13333333341870457,20230518_0856_BR-1210,29.93271255493164
0.13333333341870457,20230615_0848_BR-1210,30.20215606689453
0.13333333341870457,20240111_0851_BR-1210,29.98140526
0.13333333341870457,GC_240625_BR1210,30.06062126159668
0.13333333341870457,GP_240702_BR1210,30.102771759033203
0.13333333341870457,GC_240730_BR1210,29.99782371520996
0.13333333341870457,GP_241022_BR1210,30.020980834960938
0.1499999999650754,20221028_0906_BR-1210,30.097280502319336
0.1499999999650754,20221115_0832_BR-1210,30.1298885345459
0.1499999999650754,20230307_0737_BR-1210,30.01821517944336
0.1499999999650754,20230504_0839_BR-1210,30.19167709350586
0.1499999999650754,20230518_0856_BR-1210,29.8372859954834
0.1499999999650754,20230524_0902_BR-1210,30.17348289
0.1499999999650754,20230615_0848_BR-1210,30.199289321899414
0.1499999999650754,20230824_0925_BR-1210,29.903995513916016
0.1499999999650754,20231023_1358_BR-1210,29.918434143066406
0.1499999999650754,20240306_0847_BR-1210,29.94144821
0.1499999999650754,20240502_0858_BR-1210,30.088741302490234
0.1499999999650754,20240516_0838_BR-1210,30.128625869750977
0.1499999999650754,GC_240625_BR1210,30.06064224243164
0.1499999999650754,GP_240702_BR1210,30.10274887084961
0.1499999999650754,GC_240730_BR1210,29.99789047241211
0.1499999999650754,GP_241009_BR1210,30.062952041625977
0.1499999999650754,GP_241022_BR1210,30.02068328857422
0.1500000001396984,20221117_0815_BR-1210,29.997289657592773
0.1500000001396984,20230111_0653_BR-1210,30.034353256225586
0.1500000001396984,20240111_0851_BR-1210,29.98120117
0.16666666651144624,20231023_1358_BR-1210,29.91846466064453
0.16666666668606922,20221028_0906_BR-1210,30.097169876098633
0.16666666668606922,20221115_0832_BR-1210,30.12714195251465
0.16666666668606922,20221117_0815_BR-1210,29.997840881347656
0.16666666668606922,20230111_0653_BR-1210,30.032575607299805
0.16666666668606922,20230307_0737_BR-1210,30.017913818359375
0.16666666668606922,20230504_0839_BR-1210,30.188505172729492
0.16666666668606922,20230518_0856_BR-1210,29.741859436035156
0.16666666668606922,20230524_0902_BR-1210,30.16695404
0.16666666668606922,20230615_0848_BR-1210,30.19642448425293
0.16666666668606922,20230824_0925_BR-1210,29.903749465942383
0.16666666668606922,20240111_0851_BR-1210,29.98099899
0.16666666668606922,20240306_0847_BR-1210,29.94216537
0.16666666668606922,20240502_0858_BR-1210,30.088674545288086
0.16666666668606922,20240516_0838_BR-1210,30.128454208374023
0.16666666668606922,GC_240625_BR1210,30.060665130615234
0.16666666668606922,GP_240702_BR1210,30.10272789001465
0.16666666668606922,GC_240730_BR1210,29.997957229614258
0.16666666668606922,GP_241009_BR1210,30.06292152404785
0.16666666668606922,GP_241022_BR1210,30.020383834838867
0.18333333323244005,20221028_0906_BR-1210,30.09705924987793
0.18333333323244005,20221115_0832_BR-1210,30.1243953704834
0.18333333323244005,20230524_0902_BR-1210,30.16042709
0.18333333323244005,20230824_0925_BR-1210,29.903501510620117
0.18333333323244005,20231023_1358_BR-1210,29.918493270874023
0.18333333323244005,20240306_0847_BR-1210,29.94288254
0.18333333323244005,GP_241009_BR1210,30.06289291381836
0.18333333340706304,20221117_0815_BR-1210,29.99839210510254
0.18333333340706304,20230111_0653_BR-1210,30.03175163269043
0.18333333340706304,20230307_0737_BR-1210,30.017614364624023
0.18333333340706304,20230504_0839_BR-1210,30.185333251953125
0.18333333340706304,20230518_0856_BR-1210,30.19399642944336
0.18333333340706304,20230615_0848_BR-1210,30.193557739257812
0.18333333340706304,20240111_0851_BR-1210,29.98079681
0.18333333340706304,20240502_0858_BR-1210,30.088607788085938
0.18333333340706304,20240516_0838_BR-1210,30.128280639648438
0.18333333340706304,GC_240625_BR1210,30.060688018798828
0.18333333340706304,GP_240702_BR1210,30.102705001831055
0.18333333340706304,GC_240730_BR1210,29.99802589416504
0.18333333340706304,GP_241022_BR1210,30.02008628845215
0.19999999995343387,20221028_0906_BR-1210,30.09695053100586
0.19999999995343387,20221115_0832_BR-1210,30.12164878845215
0.19999999995343387,20230307_0737_BR-1210,30.017314910888672
0.19999999995343387,20230504_0839_BR-1210,30.182161331176758
0.19999999995343387,20230518_0856_BR-1210,30.15877914428711
0.19999999995343387,20230524_0902_BR-1210,30.15389824
0.19999999995343387,20230615_0848_BR-1210,30.190690994262695
0.19999999995343387,20230824_0925_BR-1210,29.90325355529785
0.19999999995343387,20231023_1358_BR-1210,29.91852378845215
0.19999999995343387,20240306_0847_BR-1210,29.9435997
0.19999999995343387,20240502_0858_BR-1210,30.08854103088379
0.19999999995343387,20240516_0838_BR-1210,30.128108978271484
0.19999999995343387,GC_240625_BR1210,30.060710906982422
0.19999999995343387,GP_240702_BR1210,30.10268211364746
0.19999999995343387,GC_240730_BR1210,29.998092651367188
0.19999999995343387,GP_241009_BR1210,30.062862396240234
0.19999999995343387,GP_241022_BR1210,30.019786834716797
0.20000000012805685,20221117_0815_BR-1210,29.998943328857422
0.20000000012805685,20230111_0653_BR-1210,30.031509399414062
0.20000000012805685,20240111_0851_BR-1210,29.98059464
0.2166666664998047,20231023_1358_BR-1210,29.918554306030273
0.2166666666744277,20221028_0906_BR-1210,30.096839904785156
0.2166666666744277,20221115_0832_BR-1210,30.11890411376953
0.2166666666744277,20221117_0815_BR-1210,29.999494552612305
0.2166666666744277,20230111_0653_BR-1210,30.031269073486328
0.2166666666744277,20230307_0737_BR-1210,30.01701545715332
0.2166666666744277,20230504_0839_BR-1210,30.178987503051758
0.2166666666744277,20230518_0856_BR-1210,30.12356185913086
0.2166666666744277,20230524_0902_BR-1210,30.14736938
0.2166666666744277,20230615_0848_BR-1210,30.18782615661621
0.2166666666744277,20230824_0925_BR-1210,29.903005599975586
0.2166666666744277,20240111_0851_BR-1210,29.98039055
0.2166666666744277,20240306_0847_BR-1210,29.94431686
0.2166666666744277,20240502_0858_BR-1210,30.08847427368164
0.2166666666744277,20240516_0838_BR-1210,30.12793731689453
0.2166666666744277,GC_240625_BR1210,30.060731887817383
0.2166666666744277,GP_240702_BR1210,30.102659225463867
0.2166666666744277,GC_240730_BR1210,29.99816131591797
0.2166666666744277,GP_241009_BR1210,30.06283187866211
0.2166666666744277,GP_241022_BR1210,30.019489288330078
0.23333333322079852,20221028_0906_BR-1210,30.096729278564453
0.23333333322079852,20221115_0832_BR-1210,30.11615753173828
0.23333333322079852,20230524_0902_BR-1210,30.14084053
0.23333333322079852,20230824_0925_BR-1210,29.90275764465332
0.23333333322079852,20231023_1358_BR-1210,29.918582916259766
0.23333333322079852,GP_241009_BR1210,30.062803268432617
0.2333333333954215,20221117_0815_BR-1210,30.000045776367188
0.2333333333954215,20230111_0653_BR-1210,30.03102684020996
0.2333333333954215,20230307_0737_BR-1210,30.01671600341797
0.2333333333954215,20230504_0839_BR-1210,30.17581558227539
0.2333333333954215,20230518_0856_BR-1210,30.08834457397461
0.2333333333954215,20230615_0848_BR-1210,30.184959411621094
0.2333333333954215,20240111_0851_BR-1210,29.98018837
0.2333333333954215,20240306_0847_BR-1210,29.94503593
0.2333333333954215,20240502_0858_BR-1210,30.08840560913086
0.2333333333954215,20240516_0838_BR-1210,30.127765655517578
0.2333333333954215,GC_240625_BR1210,30.060754776000977
0.2333333333954215,GP_240702_BR1210,30.102638244628906
0.2333333333954215,GC_240730_BR1210,29.998228073120117
0.2333333333954215,GP_241022_BR1210,30.019189834594727
0.24999999994179234,20221028_0906_BR-1210,30.09661865234375
0.24999999994179234,20221115_0832_BR-1210,30.11341094970703
0.24999999994179234,20230307_0737_BR-1210,30.016416549682617
0.24999999994179234,20230504_0839_BR-1210,30.172643661499023
0.24999999994179234,20230518_0856_BR-1210,30.05312728881836
0.24999999994179234,20230524_0902_BR-1210,30.13431358
0.24999999994179234,20230615_0848_BR-1210,30.18209457397461
0.24999999994179234,20230824_0925_BR-1210,29.902509689331055
0.24999999994179234,20231023_1358_BR-1210,29.91861343383789
0.24999999994179234,20240306_0847_BR-1210,29.9457531
0.24999999994179234,20240502_0858_BR-1210,30.08833885192871
0.24999999994179234,20240516_0838_BR-1210,30.127593994140625
0.24999999994179234,GP_240702_BR1210,30.102615356445312
0.24999999994179234,GC_240730_BR1210,29.998294830322266
0.24999999994179234,GP_241009_BR1210,30.062772750854492
0.2500000001164153,20221117_0815_BR-1210,30.00059700012207
0.2500000001164153,20230111_0653_BR-1210,30.030786514282227
0.2500000001164153,20240111_0851_BR-1210,29.97998619
0.2500000001164153,GC_240625_BR1210,30.06077766418457
0.2500000001164153,GP_241022_BR1210,30.018892288208008
0.26666666666278616,20221028_0906_BR-1210,30.09650993347168
0.26666666666278616,20221115_0832_BR-1210,30.11066436767578
0.26666666666278616,20221117_0815_BR-1210,30.001148223876953
0.26666666666278616,20230111_0653_BR-1210,30.030546188354492
0.26666666666278616,20230307_0737_BR-1210,30.016117095947266
0.26666666666278616,20230504_0839_BR-1210,30.169471740722656
0.26666666666278616,20230518_0856_BR-1210,30.017911911010742
0.26666666666278616,20230524_0902_BR-1210,30.12778473
0.26666666666278616,20230615_0848_BR-1210,30.179227828979492
0.26666666666278616,20230824_0925_BR-1210,29.90226173400879
0.26666666666278616,20231023_1358_BR-1210,29.918643951416016
0.26666666666278616,20240111_0851_BR-1210,29.97978401
0.26666666666278616,20240306_0847_BR-1210,29.94647026
0.26666666666278616,20240502_0858_BR-1210,30.088272094726562
0.26666666666278616,20240516_0838_BR-1210,30.127422332763672
0.26666666666278616,GC_240625_BR1210,30.060800552368164
0.26666666666278616,GP_240702_BR1210,30.10259246826172
0.26666666666278616,GC_240730_BR1210,29.998363494873047
0.26666666666278616,GP_241009_BR1210,30.062744140625
0.26666666666278616,GP_241022_BR1210,30.018592834472656
0.283333333209157,20221028_0906_BR-1210,30.096399307250977
0.283333333209157,20221115_0832_BR-1210,30.107919692993164
0.283333333209157,20230524_0902_BR-1210,30.12125587
0.283333333209157,20231023_1358_BR-1210,29.918672561645508
0.283333333209157,GP_241009_BR1210,30.062713623046875
0.28333333338378,20221117_0815_BR-1210,30.001699447631836
0.28333333338378,20230111_0653_BR-1210,30.030303955078125
0.28333333338378,20230307_0737_BR-1210,30.01581573486328
0.28333333338378,20230504_0839_BR-1210,30.166297912597656
0.28333333338378,20230518_0856_BR-1210,29.982694625854492
0.28333333338378,20230615_0848_BR-1210,30.176362991333008
0.28333333338378,20230824_0925_BR-1210,29.902013778686523
0.28333333338378,20240111_0851_BR-1210,29.97957993
0.28333333338378,20240306_0847_BR-1210,29.94718742
0.28333333338378,20240502_0858_BR-1210,30.088205337524414
0.28333333338378,20240516_0838_BR-1210,30.12725067138672
0.28333333338378,GC_240625_BR1210,30.060821533203125
0.28333333338378,GP_240702_BR1210,30.102569580078125
0.28333333338378,GC_240730_BR1210,29.998430252075195
0.28333333338378,GP_241022_BR1210,30.018295288085938
0.2999999999301508,20221028_0906_BR-1210,30.096288681030273
0.2999999999301508,20221115_0832_BR-1210,30.105173110961914
0.2999999999301508,20230307_0737_BR-1210,30.01551628112793
0.2999999999301508,20230504_0839_BR-1210,30.16312599182129
0.2999999999301508,20230518_0856_BR-1210,29.947477340698242
0.2999999999301508,20230524_0902_BR-1210,30.11472702
0.2999999999301508,20230615_0848_BR-1210,30.17349624633789
0.2999999999301508,20230824_0925_BR-1210,29.901765823364258
0.2999999999301508,20231023_1358_BR-1210,29.918703079223633
0.2999999999301508,20240306_0847_BR-1210,29.94790459
0.2999999999301508,20240502_0858_BR-1210,30.088136672973633
0.2999999999301508,20240516_0838_BR-1210,30.127079010009766
0.2999999999301508,GC_240730_BR1210,29.998497009277344
0.2999999999301508,GP_241009_BR1210,30.06268310546875
0.3000000001047738,20221117_0815_BR-1210,30.00225067138672
0.3000000001047738,20230111_0653_BR-1210,30.03006362915039
0.3000000001047738,20240111_0851_BR-1210,29.97937775
0.3000000001047738,GC_240625_BR1210,30.06084442138672
0.3000000001047738,GP_240702_BR1210,30.102548599243164
0.3000000001047738,GP_241022_BR1210,30.017995834350586
0.3166666666511446,20221028_0906_BR-1210,30.09617805480957
0.3166666666511446,20221115_0832_BR-1210,30.102426528930664
0.3166666666511446,20221117_0815_BR-1210,30.00279998779297
0.3166666666511446,20230111_0653_BR-1210,30.029821395874023
0.3166666666511446,20230307_0737_BR-1210,30.015216827392578
0.3166666666511446,20230504_0839_BR-1210,30.159954071044922
0.3166666666511446,20230518_0856_BR-1210,29.912260055541992
0.3166666666511446,20230524_0902_BR-1210,30.10819817
0.3166666666511446,20230615_0848_BR-1210,30.170629501342773
0.3166666666511446,20230824_0925_BR-1210,29.901517868041992
0.3166666666511446,20231023_1358_BR-1210,29.918733596801758
0.3166666666511446,20240306_0847_BR-1210,29.94862366
0.3166666666511446,20240502_0858_BR-1210,30.088069915771484
0.3166666666511446,20240516_0838_BR-1210,30.126907348632812
0.3166666666511446,GC_240625_BR1210,30.060867309570312
0.3166666666511446,GP_240702_BR1210,30.10252571105957
0.3166666666511446,GC_240730_BR1210,29.998565673828125
0.3166666666511446,GP_241009_BR1210,30.062654495239258
0.3166666666511446,GP_241022_BR1210,30.017698287963867
0.3166666668257676,20240111_0851_BR-1210,29.97917557
0.33333333319751546,20221115_0832_BR-1210,30.099679946899414
0.33333333319751546,20231023_1358_BR-1210,29.91876220703125
0.33333333337213844,20221028_0906_BR-1210,30.0960693359375
0.33333333337213844,20221117_0815_BR-1210,30.00335121154785
0.33333333337213844,20230111_0653_BR-1210,30.02958106994629
0.33333333337213844,20230307_0737_BR-1210,30.014917373657227
0.33333333337213844,20230504_0839_BR-1210,30.156782150268555
0.33333333337213844,20230518_0856_BR-1210,29.90337562561035
0.33333333337213844,20230524_0902_BR-1210,30.10167122
0.33333333337213844,20230615_0848_BR-1210,30.16776466369629
0.33333333337213844,20230824_0925_BR-1210,29.901269912719727
0.33333333337213844,20240111_0851_BR-1210,29.97897148
0.33333333337213844,20240306_0847_BR-1210,29.94934082
0.33333333337213844,20240502_0858_BR-1210,30.088003158569336
0.33333333337213844,20240516_0838_BR-1210,30.12673568725586
0.33333333337213844,GC_240625_BR1210,30.060890197753906
0.33333333337213844,GP_240702_BR1210,30.102502822875977
0.33333333337213844,GC_240730_BR1210,29.998632431030273
0.33333333337213844,GP_241009_BR1210,30.062623977661133
0.33333333337213844,GP_241022_BR1210,30.017398834228516
0.3499999999185093,20221028_0906_BR-1210,30.095958709716797
0.3499999999185093,20221115_0832_BR-1210,30.096935272216797
0.3499999999185093,20230504_0839_BR-1210,30.153610229492188
0.3499999999185093,20230518_0856_BR-1210,29.903675079345703
0.3499999999185093,20230524_0902_BR-1210,30.09514236
0.3499999999185093,20230615_0848_BR-1210,30.164897918701172
0.3499999999185093,20230824_0925_BR-1210,29.90102195739746
0.3499999999185093,20231023_1358_BR-1210,29.918792724609375
0.3499999999185093,20240306_0847_BR-1210,29.95005798
0.3499999999185093,20240502_0858_BR-1210,30.087936401367188
0.3499999999185093,20240516_0838_BR-1210,30.126564025878906
0.3499999999185093,GC_240730_BR1210,29.998701095581055
0.3499999999185093,GP_241009_BR1210,30.062593460083008
0.35000000009313226,20221117_0815_BR-1210,30.003902435302734
0.35000000009313226,20230111_0653_BR-1210,30.029340744018555
0.35000000009313226,20230307_0737_BR-1210,30.014617919921875
0.35000000009313226,20240111_0851_BR-1210,29.9787693
0.35000000009313226,GC_240625_BR1210,30.060911178588867
0.35000000009313226,GP_240702_BR1210,30.102479934692383
0.35000000009313226,GP_241022_BR1210,30.017101287841797
0.3666666666395031,20221028_0906_BR-1210,30.095848083496094
0.3666666666395031,20221115_0832_BR-1210,30.094188690185547
0.3666666666395031,20230307_0737_BR-1210,30.014318466186523
0.3666666666395031,20230504_0839_BR-1210,30.150436401367188
0.3666666666395031,20230518_0856_BR-1210,29.903974533081055
0.3666666666395031,20230524_0902_BR-1210,30.08861351
0.3666666666395031,20230615_0848_BR-1210,30.162033081054688
0.3666666666395031,20230824_0925_BR-1210,29.900774002075195
0.3666666666395031,20231023_1358_BR-1210,29.9188232421875
0.3666666666395031,20240306_0847_BR-1210,29.95077515
0.3666666666395031,20240502_0858_BR-1210,30.08786964416504
0.3666666666395031,20240516_0838_BR-1210,30.126392364501953
0.3666666666395031,GC_240625_BR1210,30.06093406677246
0.3666666666395031,GP_240702_BR1210,30.102458953857422
0.3666666666395031,GC_240730_BR1210,29.998767852783203
0.3666666666395031,GP_241009_BR1210,30.062564849853516
0.3666666666395031,GP_241022_BR1210,30.016801834106445
0.3666666668141261,20221117_0815_BR-1210,30.004453659057617
0.3666666668141261,20230111_0653_BR-1210,30.029098510742188
0.3666666668141261,20240111_0851_BR-1210,29.97856712
0.3833333331858739,20231023_1358_BR-1210,29.918851852416992
0.3833333333604969,20221028_0906_BR-1210,30.09573745727539
0.3833333333604969,20221115_0832_BR-1210,30.091442108154297
0.3833333333604969,20221117_0815_BR-1210,30.0050048828125
0.3833333333604969,20230111_0653_BR-1210,30.028858184814453
0.3833333333604969,20230307_0737_BR-1210,30.014019012451172
0.3833333333604969,20230504_0839_BR-1210,30.14726448059082
0.3833333333604969,20230518_0856_BR-1210,29.904273986816406
0.3833333333604969,20230524_0902_BR-1210,30.08208466
0.3833333333604969,20230615_0848_BR-1210,30.15916633605957
0.3833333333604969,20230824_0925_BR-1210,29.90052604675293
0.3833333333604969,20240111_0851_BR-1210,29.97836494
0.3833333333604969,20240306_0847_BR-1210,29.95149231
0.3833333333604969,20240502_0858_BR-1210,30.087800979614258
0.3833333333604969,20240516_0838_BR-1210,30.126218795776367
0.3833333333604969,GC_240625_BR1210,30.060956954956055
0.3833333333604969,GP_240702_BR1210,30.102436065673828
0.3833333333604969,GC_240730_BR1210,29.99883460998535
0.3833333333604969,GP_241009_BR1210,30.06253433227539
0.3833333333604969,GP_241022_BR1210,30.016504287719727
0.39999999990686774,20221028_0906_BR-1210,30.09562873840332
0.39999999990686774,20221115_0832_BR-1210,30.088695526123047
0.39999999990686774,20230524_0902_BR-1210,30.0755558
