Time (hours), Agitation_PV,Batch
0.11666666669771075,101.27576446533203,20230307_0737_BR-1210
0.11666666669771075,101.25942993164062,20230504_0839_BR-1210
0.11666666669771075,101.43550109863281,20230518_0856_BR-1210
0.11666666669771075,101.2755432,20230524_0902_BR-1210
0.11666666669771075,101.26860809326172,20230615_0848_BR-1210
0.11666666669771075,101.2393569946289,20230824_0925_BR-1210
0.11666666669771075,101.2644424,20240111_0851_BR-1210
0.11666666669771075,101.2855759,20240306_0847_BR-1210
0.11666666669771075,101.27096557617188,20240502_0858_BR-1210
0.11666666669771075,101.2689208984375,20240516_0838_BR-1210
0.11666666669771075,101.26128387451172,GC_240625_BR1210
0.11666666669771075,101.27603912353516,GP_240702_BR1210
0.11666666669771075,101.26094055175781,GC_240730_BR1210
0.11666666669771075,101.36363220214844,GP_241009_BR1210
0.11666666669771075,101.2665023803711,GP_241022_BR1210
0.1333333332440816,101.25048828125,20221028_0906_BR-1210
0.1333333332440816,101.26822662353516,20221115_0832_BR-1210
0.1333333332440816,101.2755585,20230524_0902_BR-1210
0.1333333332440816,101.23933410644531,20230824_0925_BR-1210
0.1333333332440816,101.3974609375,20231023_1358_BR-1210
0.1333333332440816,101.2855759,20240306_0847_BR-1210
0.1333333332440816,101.27348327636719,20240502_0858_BR-1210
0.1333333332440816,101.26888275146484,20240516_0838_BR-1210
0.1333333332440816,101.36573791503906,GP_241009_BR1210
0.13333333341870457,101.49097442626953,20221117_0815_BR-1210
0.13333333341870457,101.28055572509766,20230111_0653_BR-1210
0.13333333341870457,101.27570343017578,20230307_0737_BR-1210
0.13333333341870457,101.25941467285156,20230504_0839_BR-1210
0.13333333341870457,101.4365234375,20230518_0856_BR-1210
0.13333333341870457,101.26858520507812,20230615_0848_BR-1210
0.13333333341870457,101.2644577,20240111_0851_BR-1210
0.13333333341870457,101.26124572753906,GC_240625_BR1210
0.13333333341870457,101.27603912353516,GP_240702_BR1210
0.13333333341870457,101.26089477539062,GC_240730_BR1210
0.13333333341870457,101.2665023803711,GP_241022_BR1210
0.1499999999650754,101.25047302246094,20221028_0906_BR-1210
0.1499999999650754,101.2681884765625,20221115_0832_BR-1210
0.1499999999650754,101.27564239501953,20230307_0737_BR-1210
0.1499999999650754,101.25939178466797,20230504_0839_BR-1210
0.1499999999650754,101.43754577636719,20230518_0856_BR-1210
0.1499999999650754,101.2755814,20230524_0902_BR-1210
0.1499999999650754,101.26856231689453,20230615_0848_BR-1210
0.1499999999650754,101.23931884765625,20230824_0925_BR-1210
0.1499999999650754,101.39958953857422,20231023_1358_BR-1210
0.1499999999650754,101.2855759,20240306_0847_BR-1210
0.1499999999650754,101.27599334716797,20240502_0858_BR-1210
0.1499999999650754,101.26883697509766,20240516_0838_BR-1210
0.1499999999650754,101.2612075805664,GC_240625_BR1210
0.1499999999650754,101.27603912353516,GP_240702_BR1210
0.1499999999650754,101.26085662841797,GC_240730_BR1210
0.1499999999650754,101.36784362792969,GP_241009_BR1210
0.1499999999650754,101.2665023803711,GP_241022_BR1210
0.1500000001396984,101.4924087524414,20221117_0815_BR-1210
0.1500000001396984,101.28050994873047,20230111_0653_BR-1210
0.1500000001396984,101.2644806,20240111_0851_BR-1210
0.16666666651144624,101.4017105102539,20231023_1358_BR-1210
0.16666666668606922,101.25045013427734,20221028_0906_BR-1210
0.16666666668606922,101.26815032958984,20221115_0832_BR-1210
0.16666666668606922,101.49384307861328,20221117_0815_BR-1210
0.16666666668606922,101.28047180175781,20230111_0653_BR-1210
0.16666666668606922,101.27558135986328,20230307_0737_BR-1210
0.16666666668606922,101.25936889648438,20230504_0839_BR-1210
0.16666666668606922,101.43856811523438,20230518_0856_BR-1210
0.16666666668606922,101.2755966,20230524_0902_BR-1210
0.16666666668606922,101.26854705810547,20230615_0848_BR-1210
0.16666666668606922,101.23929595947266,20230824_0925_BR-1210
0.16666666668606922,101.2644958,20240111_0851_BR-1210
0.16666666668606922,101.2855759,20240306_0847_BR-1210
0.16666666668606922,101.27851104736328,20240502_0858_BR-1210
0.16666666668606922,101.268798828125,20240516_0838_BR-1210
0.16666666668606922,101.26116180419922,GC_240625_BR1210
0.16666666668606922,101.27603912353516,GP_240702_BR1210
0.16666666668606922,101.26081848144531,GC_240730_BR1210
0.16666666668606922,101.36994934082031,GP_241009_BR1210
0.16666666668606922,101.2665023803711,GP_241022_BR1210
0.18333333323244005,101.25042724609375,20221028_0906_BR-1210
0.18333333323244005,101.26811218261719,20221115_0832_BR-1210
0.18333333323244005,101.2756195,20230524_0902_BR-1210
0.18333333323244005,101.23927307128906,20230824_0925_BR-1210
0.18333333323244005,101.40383911132812,20231023_1358_BR-1210
0.18333333323244005,101.2855759,20240306_0847_BR-1210
0.18333333323244005,101.3720474243164,GP_241009_BR1210
0.18333333340706304,101.49527740478516,20221117_0815_BR-1210
0.18333333340706304,101.28043365478516,20230111_0653_BR-1210
0.18333333340706304,101.27552032470703,20230307_0737_BR-1210
0.18333333340706304,101.25935363769531,20230504_0839_BR-1210
0.18333333340706304,101.43959045410156,20230518_0856_BR-1210
0.18333333340706304,101.26852416992188,20230615_0848_BR-1210
0.18333333340706304,101.2645187,20240111_0851_BR-1210
0.18333333340706304,101.2810287475586,20240502_0858_BR-1210
0.18333333340706304,101.26876068115234,20240516_0838_BR-1210
0.18333333340706304,101.26112365722656,GC_240625_BR1210
0.18333333340706304,101.27603912353516,GP_240702_BR1210
0.18333333340706304,101.26078033447266,GC_240730_BR1210
0.18333333340706304,101.2665023803711,GP_241022_BR1210
0.19999999995343387,101.25041198730469,20221028_0906_BR-1210
0.19999999995343387,101.26806640625,20221115_0832_BR-1210
0.19999999995343387,101.27545928955078,20230307_0737_BR-1210
0.19999999995343387,101.25933074951172,20230504_0839_BR-1210
0.19999999995343387,101.44061279296875,20230518_0856_BR-1210
0.19999999995343387,101.2756424,20230524_0902_BR-1210
0.19999999995343387,101.26850891113281,20230615_0848_BR-1210
0.19999999995343387,101.2392578125,20230824_0925_BR-1210
0.19999999995343387,101.40596008300781,20231023_1358_BR-1210
0.19999999995343387,101.2855759,20240306_0847_BR-1210
0.19999999995343387,101.2835464477539,20240502_0858_BR-1210
0.19999999995343387,101.26872253417969,20240516_0838_BR-1210
0.19999999995343387,101.2610855102539,GC_240625_BR1210
0.19999999995343387,101.27603912353516,GP_240702_BR1210
0.19999999995343387,101.26073455810547,GC_240730_BR1210
0.19999999995343387,101.37415313720703,GP_241009_BR1210
0.19999999995343387,101.2665023803711,GP_241022_BR1210
0.20000000012805685,101.49671173095703,20221117_0815_BR-1210
0.20000000012805685,101.2803955078125,20230111_0653_BR-1210
0.20000000012805685,101.2645416,20240111_0851_BR-1210
0.2166666664998047,101.40808868408203,20231023_1358_BR-1210
0.2166666666744277,101.2503890991211,20221028_0906_BR-1210
0.2166666666744277,101.26802825927734,20221115_0832_BR-1210
0.2166666666744277,101.4981460571289,20221117_0815_BR-1210
0.2166666666744277,101.28034973144531,20230111_0653_BR-1210
0.2166666666744277,101.27540588378906,20230307_0737_BR-1210
0.2166666666744277,101.25930786132812,20230504_0839_BR-1210
0.2166666666744277,101.44163513183594,20230518_0856_BR-1210
0.2166666666744277,101.2756577,20230524_0902_BR-1210
0.2166666666744277,101.26848602294922,20230615_0848_BR-1210
0.2166666666744277,101.2392349243164,20230824_0925_BR-1210
0.2166666666744277,101.2645569,20240111_0851_BR-1210
0.2166666666744277,101.2855759,20240306_0847_BR-1210
0.2166666666744277,101.28605651855469,20240502_0858_BR-1210
0.2166666666744277,101.2686767578125,20240516_0838_BR-1210
0.2166666666744277,101.26104736328125,GC_240625_BR1210
0.2166666666744277,101.27603912353516,GP_240702_BR1210
0.2166666666744277,101.26069641113281,GC_240730_BR1210
0.2166666666744277,101.37625885009766,GP_241009_BR1210
0.2166666666744277,101.2665023803711,GP_241022_BR1210
0.23333333322079852,101.2503662109375,20221028_0906_BR-1210
0.23333333322079852,101.26799011230469,20221115_0832_BR-1210
0.23333333322079852,101.27568049999999,20230524_0902_BR-1210
0.23333333322079852,101.23921966552734,20230824_0925_BR-1210
0.23333333322079852,101.41021728515625,20231023_1358_BR-1210
0.23333333322079852,101.37836456298828,GP_241009_BR1210
0.2333333333954215,101.49958038330078,20221117_0815_BR-1210
0.2333333333954215,101.28031158447266,20230111_0653_BR-1210
0.2333333333954215,101.27534484863281,20230307_0737_BR-1210
0.2333333333954215,101.25929260253906,20230504_0839_BR-1210
0.2333333333954215,101.44265747070312,20230518_0856_BR-1210
0.2333333333954215,101.26846313476562,20230615_0848_BR-1210
0.2333333333954215,101.2645798,20240111_0851_BR-1210
0.2333333333954215,101.2855759,20240306_0847_BR-1210
0.2333333333954215,101.28857421875,20240502_0858_BR-1210
0.2333333333954215,101.26863861083984,20240516_0838_BR-1210
0.2333333333954215,101.26100158691406,GC_240625_BR1210
0.2333333333954215,101.27603912353516,GP_240702_BR1210
0.2333333333954215,101.26065826416016,GC_240730_BR1210
0.2333333333954215,101.2665023803711,GP_241022_BR1210
0.24999999994179234,101.25035095214844,20221028_0906_BR-1210
0.24999999994179234,101.26795196533203,20221115_0832_BR-1210
0.24999999994179234,101.27528381347656,20230307_0737_BR-1210
0.24999999994179234,101.25926971435547,20230504_0839_BR-1210
0.24999999994179234,101.44367980957031,20230518_0856_BR-1210
0.24999999994179234,101.2757034,20230524_0902_BR-1210
0.24999999994179234,101.26844787597656,20230615_0848_BR-1210
0.24999999994179234,101.23919677734375,20230824_0925_BR-1210
0.24999999994179234,101.41233825683594,20231023_1358_BR-1210
0.24999999994179234,101.2855759,20240306_0847_BR-1210
0.24999999994179234,101.29109191894531,20240502_0858_BR-1210
0.24999999994179234,101.26860046386719,20240516_0838_BR-1210
0.24999999994179234,101.27603912353516,GP_240702_BR1210
0.24999999994179234,101.2606201171875,GC_240730_BR1210
0.24999999994179234,101.3804702758789,GP_241009_BR1210
0.2500000001164153,101.50100708007812,20221117_0815_BR-1210
0.2500000001164153,101.2802734375,20230111_0653_BR-1210
0.2500000001164153,101.264595,20240111_0851_BR-1210
0.2500000001164153,101.2609634399414,GC_240625_BR1210
0.2500000001164153,101.2665023803711,GP_241022_BR1210
0.26666666666278616,101.25032806396484,20221028_0906_BR-1210
0.26666666666278616,101.26790618896484,20221115_0832_BR-1210
0.26666666666278616,101.50244140625,20221117_0815_BR-1210
0.26666666666278616,101.28023529052734,20230111_0653_BR-1210
0.26666666666278616,101.27522277832031,20230307_0737_BR-1210
0.26666666666278616,101.2592544555664,20230504_0839_BR-1210
0.26666666666278616,101.44469451904297,20230518_0856_BR-1210
0.26666666666278616,101.2757187,20230524_0902_BR-1210
0.26666666666278616,101.26842498779297,20230615_0848_BR-1210
0.26666666666278616,101.23917388916016,20230824_0925_BR-1210
0.26666666666278616,101.41446685791016,20231023_1358_BR-1210
0.26666666666278616,101.2646179,20240111_0851_BR-1210
0.26666666666278616,101.2855759,20240306_0847_BR-1210
0.26666666666278616,101.2936019897461,20240502_0858_BR-1210
0.26666666666278616,101.26856231689453,20240516_0838_BR-1210
0.26666666666278616,101.26092529296875,GC_240625_BR1210
0.26666666666278616,101.27603912353516,GP_240702_BR1210
0.26666666666278616,101.26057434082031,GC_240730_BR1210
0.26666666666278616,101.38257598876953,GP_241009_BR1210
0.26666666666278616,101.2665023803711,GP_241022_BR1210
0.283333333209157,101.25031280517578,20221028_0906_BR-1210
0.283333333209157,101.26786804199219,20221115_0832_BR-1210
0.283333333209157,101.2757416,20230524_0902_BR-1210
0.283333333209157,101.41658782958984,20231023_1358_BR-1210
0.283333333209157,101.38468170166016,GP_241009_BR1210
0.28333333338378,101.50387573242188,20221117_0815_BR-1210
0.28333333338378,101.28019714355469,20230111_0653_BR-1210
0.28333333338378,101.27516174316406,20230307_0737_BR-1210
0.28333333338378,101.25923156738281,20230504_0839_BR-1210
0.28333333338378,101.44571685791016,20230518_0856_BR-1210
0.28333333338378,101.26840209960938,20230615_0848_BR-1210
0.28333333338378,101.2391586303711,20230824_0925_BR-1210
0.28333333338378,101.2646408,20240111_0851_BR-1210
0.28333333338378,101.2855759,20240306_0847_BR-1210
0.28333333338378,101.2961196899414,20240502_0858_BR-1210
0.28333333338378,101.26852416992188,20240516_0838_BR-1210
0.28333333338378,101.2608871459961,GC_240625_BR1210
0.28333333338378,101.27603912353516,GP_240702_BR1210
0.28333333338378,101.26053619384766,GC_240730_BR1210
0.28333333338378,101.2665023803711,GP_241022_BR1210
0.2999999999301508,101.25028991699219,20221028_0906_BR-1210
0.2999999999301508,101.26782989501953,20221115_0832_BR-1210
0.2999999999301508,101.27510070800781,20230307_0737_BR-1210
0.2999999999301508,101.25920867919922,20230504_0839_BR-1210
0.2999999999301508,101.44673919677734,20230518_0856_BR-1210
0.2999999999301508,101.2757568,20230524_0902_BR-1210
0.2999999999301508,101.26838684082031,20230615_0848_BR-1210
0.2999999999301508,101.2391357421875,20230824_0925_BR-1210
0.2999999999301508,101.41871643066406,20231023_1358_BR-1210
0.2999999999301508,101.2855759,20240306_0847_BR-1210
0.2999999999301508,101.29863739013672,20240502_0858_BR-1210
0.2999999999301508,101.26847839355469,20240516_0838_BR-1210
0.2999999999301508,101.260498046875,GC_240730_BR1210
0.2999999999301508,101.38677978515625,GP_241009_BR1210
0.3000000001047738,101.50531005859375,20221117_0815_BR-1210
0.3000000001047738,101.2801513671875,20230111_0653_BR-1210
0.3000000001047738,101.2646561,20240111_0851_BR-1210
0.3000000001047738,101.2608413696289,GC_240625_BR1210
0.3000000001047738,101.27603912353516,GP_240702_BR1210
0.3000000001047738,101.2665023803711,GP_241022_BR1210
0.3166666666511446,101.2502670288086,20221028_0906_BR-1210
0.3166666666511446,101.26778411865234,20221115_0832_BR-1210
0.3166666666511446,101.50674438476562,20221117_0815_BR-1210
0.3166666666511446,101.28011322021484,20230111_0653_BR-1210
0.3166666666511446,101.27503967285156,20230307_0737_BR-1210
0.3166666666511446,101.25919342041016,20230504_0839_BR-1210
0.3166666666511446,101.44776153564453,20230518_0856_BR-1210
0.3166666666511446,101.2757797,20230524_0902_BR-1210
0.3166666666511446,101.26836395263672,20230615_0848_BR-1210
0.3166666666511446,101.23912048339844,20230824_0925_BR-1210
0.3166666666511446,101.42083740234375,20231023_1358_BR-1210
0.3166666666511446,101.2855759,20240306_0847_BR-1210
0.3166666666511446,101.3011474609375,20240502_0858_BR-1210
0.3166666666511446,101.26844024658203,20240516_0838_BR-1210
0.3166666666511446,101.26080322265625,GC_240625_BR1210
0.3166666666511446,101.27603912353516,GP_240702_BR1210
0.3166666666511446,101.26045227050781,GC_240730_BR1210
0.3166666666511446,101.38888549804688,GP_241009_BR1210
0.3166666666511446,101.2665023803711,GP_241022_BR1210
0.3166666668257676,101.264679,20240111_0851_BR-1210
0.33333333319751546,101.26774597167969,20221115_0832_BR-1210
0.33333333319751546,101.42296600341797,20231023_1358_BR-1210
0.33333333337213844,101.25025177001953,20221028_0906_BR-1210
0.33333333337213844,101.5081787109375,20221117_0815_BR-1210
0.33333333337213844,101.28007507324219,20230111_0653_BR-1210
0.33333333337213844,101.27497863769531,20230307_0737_BR-1210
0.33333333337213844,101.25917053222656,20230504_0839_BR-1210
0.33333333337213844,101.44878387451172,20230518_0856_BR-1210
0.33333333337213844,101.2758026,20230524_0902_BR-1210
0.33333333337213844,101.26834869384766,20230615_0848_BR-1210
0.33333333337213844,101.23909759521484,20230824_0925_BR-1210
0.33333333337213844,101.2647018,20240111_0851_BR-1210
0.33333333337213844,101.2855759,20240306_0847_BR-1210
0.33333333337213844,101.30366516113281,20240502_0858_BR-1210
0.33333333337213844,101.26840209960938,20240516_0838_BR-1210
0.33333333337213844,101.2607650756836,GC_240625_BR1210
0.33333333337213844,101.27603912353516,GP_240702_BR1210
0.33333333337213844,101.26041412353516,GC_240730_BR1210
0.33333333337213844,101.3909912109375,GP_241009_BR1210
0.33333333337213844,101.2665023803711,GP_241022_BR1210
0.3499999999185093,101.25022888183594,20221028_0906_BR-1210
0.3499999999185093,101.26770782470703,20221115_0832_BR-1210
0.3499999999185093,101.25914764404297,20230504_0839_BR-1210
0.3499999999185093,101.4498062133789,20230518_0856_BR-1210
0.3499999999185093,101.2758179,20230524_0902_BR-1210
0.3499999999185093,101.26832580566406,20230615_0848_BR-1210
0.3499999999185093,101.23907470703125,20230824_0925_BR-1210
0.3499999999185093,101.42509460449219,20231023_1358_BR-1210
0.3499999999185093,101.2855759,20240306_0847_BR-1210
0.3499999999185093,101.30618286132812,20240502_0858_BR-1210
0.3499999999185093,101.26836395263672,20240516_0838_BR-1210
0.3499999999185093,101.2603759765625,GC_240730_BR1210
0.3499999999185093,101.39309692382812,GP_241009_BR1210
0.35000000009313226,101.50961303710938,20221117_0815_BR-1210
0.35000000009313226,101.28003692626953,20230111_0653_BR-1210
0.35000000009313226,101.2749252319336,20230307_0737_BR-1210
0.35000000009313226,101.2647171,20240111_0851_BR-1210
0.35000000009313226,101.26072692871094,GC_240625_BR1210
0.35000000009313226,101.27603912353516,GP_240702_BR1210
0.35000000009313226,101.2665023803711,GP_241022_BR1210
0.3666666666395031,101.25021362304688,20221028_0906_BR-1210
0.3666666666395031,101.26766967773438,20221115_0832_BR-1210
0.3666666666395031,101.27486419677734,20230307_0737_BR-1210
0.3666666666395031,101.2591323852539,20230504_0839_BR-1210
0.3666666666395031,101.4508285522461,20230518_0856_BR-1210
0.3666666666395031,101.2758408,20230524_0902_BR-1210
0.3666666666395031,101.26830291748047,20230615_0848_BR-1210
0.3666666666395031,101.23905944824219,20230824_0925_BR-1210
0.3666666666395031,101.42721557617188,20231023_1358_BR-1210
0.3666666666395031,101.2855759,20240306_0847_BR-1210
0.3666666666395031,101.3086929321289,20240502_0858_BR-1210
0.3666666666395031,101.26831817626953,20240516_0838_BR-1210
0.3666666666395031,101.26068115234375,GC_240625_BR1210
0.3666666666395031,101.27603912353516,GP_240702_BR1210
0.3666666666395031,101.26033782958984,GC_240730_BR1210
0.3666666666395031,101.39520263671875,GP_241009_BR1210
0.3666666666395031,101.2665023803711,GP_241022_BR1210
0.3666666668141261,101.51104736328125,20221117_0815_BR-1210
0.3666666668141261,101.27999114990234,20230111_0653_BR-1210
0.3666666668141261,101.26474,20240111_0851_BR-1210
0.3833333331858739,101.4293441772461,20231023_1358_BR-1210
0.3833333333604969,101.25019073486328,20221028_0906_BR-1210
0.3833333333604969,101.26762390136719,20221115_0832_BR-1210
0.3833333333604969,101.51248168945312,20221117_0815_BR-1210
0.3833333333604969,101.27995300292969,20230111_0653_BR-1210
0.3833333333604969,101.2748031616211,20230307_0737_BR-1210
0.3833333333604969,101.25910949707031,20230504_0839_BR-1210
0.3833333333604969,101.45185089111328,20230518_0856_BR-1210
0.3833333333604969,101.275856,20230524_0902_BR-1210
0.3833333333604969,101.2682876586914,20230615_0848_BR-1210
0.3833333333604969,101.2390365600586,20230824_0925_BR-1210
0.3833333333604969,101.2647552,20240111_0851_BR-1210
0.3833333333604969,101.2855759,20240306_0847_BR-1210
0.3833333333604969,101.31121063232422,20240502_0858_BR-1210
0.3833333333604969,101.26828002929688,20240516_0838_BR-1210
0.3833333333604969,101.2606430053711,GC_240625_BR1210
0.3833333333604969,101.27603912353516,GP_240702_BR1210
0.3833333333604969,101.26029205322266,GC_240730_BR1210
0.3833333333604969,101.39730834960938,GP_241009_BR1210
0.3833333333604969,101.2665023803711,GP_241022_BR1210
0.39999999990686774,101.25016784667969,20221028_0906_BR-1210
0.39999999990686774,101.26758575439453,20221115_0832_BR-1210
0.39999999990686774,101.2758789,20230524_0902_BR-1210
0.39999999990686774,101.23902130126953,20230824_0925_BR-1210
