Time (hours), Air_Sparge_PV,Batch
0.08333333325572312,198.71588134765625,20240516_0838_BR-1210
0.08333333325572312,198.93360900878906,GC_240730_BR1210
0.08333333325572312,198.8446502685547,GP_241009_BR1210
0.0833333334303461,198.5764617919922,20221117_0815_BR-1210
0.0833333334303461,199.2650909423828,20230111_0653_BR-1210
0.0833333334303461,198.9400177001953,20230307_0737_BR-1210
0.0833333334303461,198.786377,20240111_0851_BR-1210
0.0833333334303461,198.9059295654297,GC_240625_BR1210
0.0833333334303461,198.56617736816406,GP_240702_BR1210
0.0833333334303461,8.971867561340332,GP_241022_BR1210
0.09999999997671694,198.81143188476562,20221028_0906_BR-1210
0.09999999997671694,198.8476104736328,20221115_0832_BR-1210
0.09999999997671694,198.63714599609375,20221117_0815_BR-1210
0.09999999997671694,198.93988037109375,20230307_0737_BR-1210
0.09999999997671694,199.17999267578125,20230504_0839_BR-1210
0.09999999997671694,198.78646850585938,20230518_0856_BR-1210
0.09999999997671694,198.7554016,20230524_0902_BR-1210
0.09999999997671694,199.18563842773438,20230615_0848_BR-1210
0.09999999997671694,199.00338745117188,20230824_0925_BR-1210
0.09999999997671694,198.80360412597656,20231023_1358_BR-1210
0.09999999997671694,198.5409851,20240306_0847_BR-1210
0.09999999997671694,198.86817932128906,20240502_0858_BR-1210
0.09999999997671694,198.71585083007812,20240516_0838_BR-1210
0.09999999997671694,198.89718627929688,GC_240625_BR1210
0.09999999997671694,198.5685577392578,GP_240702_BR1210
0.09999999997671694,198.9459686279297,GC_240730_BR1210
0.09999999997671694,198.84461975097656,GP_241009_BR1210
0.09999999997671694,8.971708297729492,GP_241022_BR1210
0.10000000015133992,198.61685180664062,20230111_0653_BR-1210
0.10000000015133992,198.7833252,20240111_0851_BR-1210
0.11666666652308777,198.80380249023438,20231023_1358_BR-1210
0.11666666669771075,198.5081787109375,20221028_0906_BR-1210
0.11666666669771075,198.91293334960938,20221115_0832_BR-1210
0.11666666669771075,198.91824340820312,20221117_0815_BR-1210
0.11666666669771075,199.4993133544922,20230111_0653_BR-1210
0.11666666669771075,198.9397430419922,20230307_0737_BR-1210
0.11666666669771075,198.68344116210938,20230504_0839_BR-1210
0.11666666669771075,198.7886962890625,20230518_0856_BR-1210
0.11666666669771075,198.7838898,20230524_0902_BR-1210
0.11666666669771075,199.184814453125,20230615_0848_BR-1210
0.11666666669771075,199.00892639160156,20230824_0925_BR-1210
0.11666666669771075,198.7802734,20240111_0851_BR-1210
0.11666666669771075,198.8699341,20240306_0847_BR-1210
0.11666666669771075,198.87364196777344,20240502_0858_BR-1210
0.11666666669771075,198.71583557128906,20240516_0838_BR-1210
0.11666666669771075,198.88845825195312,GC_240625_BR1210
0.11666666669771075,198.57095336914062,GP_240702_BR1210
0.11666666669771075,198.95834350585938,GC_240730_BR1210
0.11666666669771075,198.84458923339844,GP_241009_BR1210
0.11666666669771075,8.971549034118652,GP_241022_BR1210
0.1333333332440816,199.078231811523,20221028_0906_BR-1210
0.1333333332440816,198.7522430419922,20221115_0832_BR-1210
0.1333333332440816,198.8123932,20230524_0902_BR-1210
0.1333333332440816,199.0144805908203,20230824_0925_BR-1210
0.1333333332440816,198.80401611328125,20231023_1358_BR-1210
0.1333333332440816,198.7559814,20240306_0847_BR-1210
0.1333333332440816,198.62649536132812,20240502_0858_BR-1210
0.1333333332440816,198.71580505371094,20240516_0838_BR-1210
0.1333333332440816,198.8445587158203,GP_241009_BR1210
0.13333333341870457,199.03880310058594,20221117_0815_BR-1210
0.13333333341870457,199.43621826171875,20230111_0653_BR-1210
0.13333333341870457,198.93960571289062,20230307_0737_BR-1210
0.13333333341870457,199.42935180664062,20230504_0839_BR-1210
0.13333333341870457,198.79092407226562,20230518_0856_BR-1210
0.13333333341870457,199.1840057373047,20230615_0848_BR-1210
0.13333333341870457,198.7772217,20240111_0851_BR-1210
0.13333333341870457,198.87973022460938,GC_240625_BR1210
0.13333333341870457,198.57333374023438,GP_240702_BR1210
0.13333333341870457,198.970703125,GC_240730_BR1210
0.13333333341870457,8.971389770507812,GP_241022_BR1210
0.1499999999650754,199.01815795898438,20221028_0906_BR-1210
0.1499999999650754,198.66688537597656,20221115_0832_BR-1210
0.1499999999650754,198.93946838378906,20230307_0737_BR-1210
0.1499999999650754,199.1822967529297,20230504_0839_BR-1210
0.1499999999650754,198.79315185546875,20230518_0856_BR-1210
0.1499999999650754,198.8408813,20230524_0902_BR-1210
0.1499999999650754,199.18319702148438,20230615_0848_BR-1210
0.1499999999650754,199.02003479003906,20230824_0925_BR-1210
0.1499999999650754,198.80422973632812,20231023_1358_BR-1210
0.1499999999650754,199.1605682,20240306_0847_BR-1210
0.1499999999650754,198.84036254882812,20240502_0858_BR-1210
0.1499999999650754,198.71578979492188,20240516_0838_BR-1210
0.1499999999650754,198.87100219726562,GC_240625_BR1210
0.1499999999650754,198.5757293701172,GP_240702_BR1210
0.1499999999650754,198.98306274414062,GC_240730_BR1210
0.1499999999650754,198.8445281982422,GP_241009_BR1210
0.1499999999650754,8.971230506896973,GP_241022_BR1210
0.1500000001396984,198.93374633789062,20221117_0815_BR-1210
0.1500000001396984,198.2075958251953,20230111_0653_BR-1210
0.1500000001396984,198.7741699,20240111_0851_BR-1210
0.16666666651144624,198.80442810058594,20231023_1358_BR-1210
0.16666666668606922,198.8358612060547,20221028_0906_BR-1210
0.16666666668606922,198.7391357421875,20221115_0832_BR-1210
0.16666666668606922,198.8996124267578,20221117_0815_BR-1210
0.16666666668606922,199.6185760498047,20230111_0653_BR-1210
0.16666666668606922,198.9393310546875,20230307_0737_BR-1210
0.16666666668606922,198.8733367919922,20230504_0839_BR-1210
0.16666666668606922,198.79537963867188,20230518_0856_BR-1210
0.16666666668606922,198.8693695,20230524_0902_BR-1210
0.16666666668606922,199.18238830566406,20230615_0848_BR-1210
0.16666666668606922,199.02557373046875,20230824_0925_BR-1210
0.16666666668606922,198.7711182,20240111_0851_BR-1210
0.16666666668606922,198.2132568,20240306_0847_BR-1210
0.16666666668606922,198.8002166748047,20240502_0858_BR-1210
0.16666666668606922,198.71575927734375,20240516_0838_BR-1210
0.16666666668606922,198.8622589111328,GC_240625_BR1210
0.16666666668606922,198.578125,GP_240702_BR1210
0.16666666668606922,198.9954376220703,GC_240730_BR1210
0.16666666668606922,198.84451293945312,GP_241009_BR1210
0.16666666668606922,8.971071243286133,GP_241022_BR1210
0.18333333323244005,198.76670837402344,20221028_0906_BR-1210
0.18333333323244005,198.79400634765625,20221115_0832_BR-1210
0.18333333323244005,198.8978577,20230524_0902_BR-1210
0.18333333323244005,199.0311279296875,20230824_0925_BR-1210
0.18333333323244005,198.8046417236328,20231023_1358_BR-1210
0.18333333323244005,198.6129456,20240306_0847_BR-1210
0.18333333323244005,198.844482421875,GP_241009_BR1210
0.18333333340706304,198.86505126953125,20221117_0815_BR-1210
0.18333333340706304,198.55731201171875,20230111_0653_BR-1210
0.18333333340706304,198.93919372558594,20230307_0737_BR-1210
0.18333333340706304,199.1591033935547,20230504_0839_BR-1210
0.18333333340706304,198.797607421875,20230518_0856_BR-1210
0.18333333340706304,199.1815643310547,20230615_0848_BR-1210
0.18333333340706304,198.8721924,20240111_0851_BR-1210
0.18333333340706304,199.18711853027344,20240502_0858_BR-1210
0.18333333340706304,198.7157440185547,20240516_0838_BR-1210
0.18333333340706304,198.85353088378906,GC_240625_BR1210
0.18333333340706304,198.58050537109375,GP_240702_BR1210
0.18333333340706304,199.00779724121094,GC_240730_BR1210
0.18333333340706304,8.970911979675293,GP_241022_BR1210
0.19999999995343387,198.6522216796875,20221028_0906_BR-1210
0.19999999995343387,198.74989318847656,20221115_0832_BR-1210
0.19999999995343387,198.93905639648438,20230307_0737_BR-1210
0.19999999995343387,198.96136474609375,20230504_0839_BR-1210
0.19999999995343387,198.79983520507812,20230518_0856_BR-1210
0.19999999995343387,198.9263611,20230524_0902_BR-1210
0.19999999995343387,199.18075561523438,20230615_0848_BR-1210
0.19999999995343387,199.03668212890625,20230824_0925_BR-1210
0.19999999995343387,198.80484008789062,20231023_1358_BR-1210
0.19999999995343387,199.4216919,20240306_0847_BR-1210
0.19999999995343387,198.72389221191406,20240502_0858_BR-1210
0.19999999995343387,198.71571350097656,20240516_0838_BR-1210
0.19999999995343387,198.8448028564453,GC_240625_BR1210
0.19999999995343387,198.58290100097656,GP_240702_BR1210
0.19999999995343387,198.1533660888672,GC_240730_BR1210
0.19999999995343387,198.84445190429688,GP_241009_BR1210
0.19999999995343387,8.970752716064453,GP_241022_BR1210
0.20000000012805685,198.8138427734375,20221117_0815_BR-1210
0.20000000012805685,198.7128448486328,20230111_0653_BR-1210
0.20000000012805685,198.8587494,20240111_0851_BR-1210
0.2166666664998047,198.8050537109375,20231023_1358_BR-1210
0.2166666666744277,198.9298095703125,20221028_0906_BR-1210
0.2166666666744277,198.5621337890625,20221115_0832_BR-1210
0.2166666666744277,198.619384765625,20221117_0815_BR-1210
0.2166666666744277,199.42222595214844,20230111_0653_BR-1210
0.2166666666744277,198.9389190673828,20230307_0737_BR-1210
0.2166666666744277,198.75918579101562,20230504_0839_BR-1210
0.2166666666744277,198.02593994140625,20230518_0856_BR-1210
0.2166666666744277,198.9548492,20230524_0902_BR-1210
0.2166666666744277,199.17994689941406,20230615_0848_BR-1210
0.2166666666744277,199.04222106933594,20230824_0925_BR-1210
0.2166666666744277,198.9071655,20240111_0851_BR-1210
0.2166666666744277,198.3249969,20240306_0847_BR-1210
0.2166666666744277,198.66732788085938,20240502_0858_BR-1210
0.2166666666744277,198.7156982421875,20240516_0838_BR-1210
0.2166666666744277,198.83607482910156,GC_240625_BR1210
0.2166666666744277,198.5852813720703,GP_240702_BR1210
0.2166666666744277,199.05213928222656,GC_240730_BR1210
0.2166666666744277,198.84442138671875,GP_241009_BR1210
0.2166666666744277,8.970593452453613,GP_241022_BR1210
0.23333333322079852,198.93496704101562,20221028_0906_BR-1210
0.23333333322079852,199.28070068359375,20221115_0832_BR-1210
0.23333333322079852,198.9833374,20230524_0902_BR-1210
0.23333333322079852,199.0477752685547,20230824_0925_BR-1210
0.23333333322079852,198.80526733398438,20231023_1358_BR-1210
0.23333333322079852,198.8444061279297,GP_241009_BR1210
0.2333333333954215,198.33023071289062,20221117_0815_BR-1210
0.2333333333954215,198.2020721435547,20230111_0653_BR-1210
0.2333333333954215,198.93878173828125,20230307_0737_BR-1210
0.2333333333954215,199.1787872314453,20230504_0839_BR-1210
0.2333333333954215,199.18170166015625,20230518_0856_BR-1210
0.2333333333954215,199.1791229248047,20230615_0848_BR-1210
0.2333333333954215,198.8947601,20240111_0851_BR-1210
0.2333333333954215,199.2721405,20240306_0847_BR-1210
0.2333333333954215,199.21524047851562,20240502_0858_BR-1210
0.2333333333954215,198.71566772460938,20240516_0838_BR-1210
0.2333333333954215,198.82733154296875,GC_240625_BR1210
0.2333333333954215,198.58767700195312,GP_240702_BR1210
0.2333333333954215,198.3970184326172,GC_240730_BR1210
0.2333333333954215,8.970434188842773,GP_241022_BR1210
0.24999999994179234,198.944580078125,20221028_0906_BR-1210
0.24999999994179234,198.65960693359375,20221115_0832_BR-1210
0.24999999994179234,198.9386444091797,20230307_0737_BR-1210
0.24999999994179234,198.9420166015625,20230504_0839_BR-1210
0.24999999994179234,198.41966247558594,20230518_0856_BR-1210
0.24999999994179234,198.8856964,20230524_0902_BR-1210
0.24999999994179234,199.17831420898438,20230615_0848_BR-1210
0.24999999994179234,199.05332946777344,20230824_0925_BR-1210
0.24999999994179234,198.8054656982422,20231023_1358_BR-1210
0.24999999994179234,198.8258514,20240306_0847_BR-1210
0.24999999994179234,199.2103729248047,20240502_0858_BR-1210
0.24999999994179234,198.7156524658203,20240516_0838_BR-1210
0.24999999994179234,198.59005737304688,GP_240702_BR1210
0.24999999994179234,198.1407470703125,GC_240730_BR1210
0.24999999994179234,198.84437561035156,GP_241009_BR1210
0.2500000001164153,198.76629638671875,20221117_0815_BR-1210
0.2500000001164153,199.48291015625,20230111_0653_BR-1210
0.2500000001164153,198.9381256,20240111_0851_BR-1210
0.2500000001164153,198.818603515625,GC_240625_BR1210
0.2500000001164153,8.970274925231934,GP_241022_BR1210
0.26666666666278616,198.9369659423828,20221028_0906_BR-1210
0.26666666666278616,198.81832885742188,20221115_0832_BR-1210
0.26666666666278616,199.0804901123047,20221117_0815_BR-1210
0.26666666666278616,198.8338165283203,20230111_0653_BR-1210
0.26666666666278616,198.93850708007812,20230307_0737_BR-1210
0.26666666666278616,198.92181396484375,20230504_0839_BR-1210
0.26666666666278616,198.5310821533203,20230518_0856_BR-1210
0.26666666666278616,198.5608673,20230524_0902_BR-1210
0.26666666666278616,199.17750549316406,20230615_0848_BR-1210
0.26666666666278616,199.05886840820312,20230824_0925_BR-1210
0.26666666666278616,198.80567932128906,20231023_1358_BR-1210
0.26666666666278616,198.6885071,20240111_0851_BR-1210
0.26666666666278616,198.7436066,20240306_0847_BR-1210
0.26666666666278616,199.0155487060547,20240502_0858_BR-1210
0.26666666666278616,198.7156219482422,20240516_0838_BR-1210
0.26666666666278616,198.80987548828125,GC_240625_BR1210
0.26666666666278616,198.5924530029297,GP_240702_BR1210
0.26666666666278616,198.91685485839844,GC_240730_BR1210
0.26666666666278616,198.84434509277344,GP_241009_BR1210
0.26666666666278616,8.970115661621094,GP_241022_BR1210
0.283333333209157,198.87466430664062,20221028_0906_BR-1210
0.283333333209157,198.56536865234375,20221115_0832_BR-1210
0.283333333209157,198.8171539,20230524_0902_BR-1210
0.283333333209157,198.80587768554688,20231023_1358_BR-1210
0.283333333209157,198.8443145751953,GP_241009_BR1210
0.28333333338378,198.93466186523438,20221117_0815_BR-1210
0.28333333338378,198.3802032470703,20230111_0653_BR-1210
0.28333333338378,198.93836975097656,20230307_0737_BR-1210
0.28333333338378,198.71934509277344,20230504_0839_BR-1210
0.28333333338378,199.28799438476562,20230518_0856_BR-1210
0.28333333338378,199.17669677734375,20230615_0848_BR-1210
0.28333333338378,199.06442260742188,20230824_0925_BR-1210
0.28333333338378,198.8834534,20240111_0851_BR-1210
0.28333333338378,199.228775,20240306_0847_BR-1210
0.28333333338378,198.85775756835938,20240502_0858_BR-1210
0.28333333338378,198.71560668945312,20240516_0838_BR-1210
0.28333333338378,198.80982971191406,GC_240625_BR1210
0.28333333338378,198.5948486328125,GP_240702_BR1210
0.28333333338378,199.00997924804688,GC_240730_BR1210
0.28333333338378,8.969956398010254,GP_241022_BR1210
0.2999999999301508,198.83267211914062,20221028_0906_BR-1210
0.2999999999301508,198.73123168945312,20221115_0832_BR-1210
0.2999999999301508,198.938232421875,20230307_0737_BR-1210
0.2999999999301508,198.51870727539062,20230504_0839_BR-1210
0.2999999999301508,198.3177032470703,20230518_0856_BR-1210
0.2999999999301508,198.6217346,20230524_0902_BR-1210
0.2999999999301508,199.17587280273438,20230615_0848_BR-1210
0.2999999999301508,199.06997680664062,20230824_0925_BR-1210
0.2999999999301508,198.80609130859375,20231023_1358_BR-1210
0.2999999999301508,199.1083527,20240306_0847_BR-1210
0.2999999999301508,198.66534423828125,20240502_0858_BR-1210
0.2999999999301508,198.715576171875,20240516_0838_BR-1210
0.2999999999301508,198.21571350097656,GC_240730_BR1210
0.2999999999301508,198.84429931640625,GP_241009_BR1210
0.3000000001047738,198.7912139892578,20221117_0815_BR-1210
0.3000000001047738,199.64759826660156,20230111_0653_BR-1210
0.3000000001047738,199.0472412,20240111_0851_BR-1210
0.3000000001047738,198.8961944580078,GC_240625_BR1210
0.3000000001047738,198.59722900390625,GP_240702_BR1210
0.3000000001047738,8.969797134399414,GP_241022_BR1210
0.3166666666511446,198.9436798095703,20221028_0906_BR-1210
0.3166666666511446,199.1603240966797,20221115_0832_BR-1210
0.3166666666511446,198.73036193847656,20221117_0815_BR-1210
0.3166666666511446,198.90292358398438,20230111_0653_BR-1210
0.3166666666511446,198.93809509277344,20230307_0737_BR-1210
0.3166666666511446,198.33847045898438,20230504_0839_BR-1210
0.3166666666511446,199.24630737304688,20230518_0856_BR-1210
0.3166666666511446,199.2791901,20230524_0902_BR-1210
0.3166666666511446,199.17506408691406,20230615_0848_BR-1210
0.3166666666511446,199.0755157470703,20230824_0925_BR-1210
0.3166666666511446,198.80630493164062,20231023_1358_BR-1210
0.3166666666511446,199.2320404,20240306_0847_BR-1210
0.3166666666511446,199.50570678710938,20240502_0858_BR-1210
0.3166666666511446,198.71556091308594,20240516_0838_BR-1210
0.3166666666511446,198.9825439453125,GC_240625_BR1210
0.3166666666511446,198.59962463378906,GP_240702_BR1210
0.3166666666511446,199.02841186523438,GC_240730_BR1210
0.3166666666511446,198.84426879882812,GP_241009_BR1210
0.3166666666511446,8.969637870788574,GP_241022_BR1210
0.3166666668257676,198.7293396,20240111_0851_BR-1210
0.33333333319751546,198.98007202148438,20221115_0832_BR-1210
0.33333333319751546,198.80650329589844,20231023_1358_BR-1210
0.33333333337213844,199.27047729492188,20221028_0906_BR-1210
0.33333333337213844,198.53701782226562,20221117_0815_BR-1210
0.33333333337213844,198.8776092529297,20230111_0653_BR-1210
0.33333333337213844,198.93795776367188,20230307_0737_BR-1210
0.33333333337213844,198.79458618164062,20230504_0839_BR-1210
0.33333333337213844,199.04385375976562,20230518_0856_BR-1210
0.33333333337213844,198.7162628,20230524_0902_BR-1210
0.33333333337213844,199.17425537109375,20230615_0848_BR-1210
0.33333333337213844,199.07879638671875,20230824_0925_BR-1210
0.33333333337213844,198.8776398,20240111_0851_BR-1210
0.33333333337213844,198.501236,20240306_0847_BR-1210
0.33333333337213844,198.7017364501953,20240502_0858_BR-1210
0.33333333337213844,198.71554565429688,20240516_0838_BR-1210
0.33333333337213844,199.0688934326172,GC_240625_BR1210
0.33333333337213844,198.6020050048828,GP_240702_BR1210
0.33333333337213844,199.31039428710938,GC_240730_BR1210
0.33333333337213844,198.84423828125,GP_241009_BR1210
0.33333333337213844,8.969478607177734,GP_241022_BR1210
0.3499999999185093,198.1471405029297,20221028_0906_BR-1210
0.3499999999185093,198.924560546875,20221115_0832_BR-1210
0.3499999999185093,199.14207458496094,20230504_0839_BR-1210
0.3499999999185093,199.03118896484375,20230518_0856_BR-1210
0.3499999999185093,198.6524658,20230524_0902_BR-1210
0.3499999999185093,199.17344665527344,20230615_0848_BR-1210
0.3499999999185093,199.01548767089844,20230824_0925_BR-1210
0.3499999999185093,198.8067169189453,20231023_1358_BR-1210
0.3499999999185093,198.7558136,20240306_0847_BR-1210
0.3499999999185093,198.85394287109375,20240502_0858_BR-1210
0.3499999999185093,198.71551513671875,20240516_0838_BR-1210
0.3499999999185093,199.0744171142578,GC_240730_BR1210
0.3499999999185093,198.84420776367188,GP_241009_BR1210
0.35000000009313226,198.59423828125,20221117_0815_BR-1210
0.35000000009313226,199.5018768310547,20230111_0653_BR-1210
0.35000000009313226,198.9378204345703,20230307_0737_BR-1210
0.35000000009313226,198.5590363,20240111_0851_BR-1210
0.35000000009313226,199.15524291992188,GC_240625_BR1210
0.35000000009313226,198.60440063476562,GP_240702_BR1210
0.35000000009313226,8.969319343566895,GP_241022_BR1210
0.3666666666395031,198.93026733398438,20221028_0906_BR-1210
0.3666666666395031,198.9121551513672,20221115_0832_BR-1210
0.3666666666395031,198.93768310546875,20230307_0737_BR-1210
0.3666666666395031,199.2749786376953,20230504_0839_BR-1210
0.3666666666395031,199.4301300048828,20230518_0856_BR-1210
0.3666666666395031,198.6000977,20230524_0902_BR-1210
0.3666666666395031,199.17262268066406,20230615_0848_BR-1210
0.3666666666395031,198.95216369628906,20230824_0925_BR-1210
0.3666666666395031,198.8069305419922,20231023_1358_BR-1210
0.3666666666395031,198.2841034,20240306_0847_BR-1210
0.3666666666395031,199.215087890625,20240502_0858_BR-1210
0.3666666666395031,198.7154998779297,20240516_0838_BR-1210
0.3666666666395031,198.86293029785156,GC_240625_BR1210
0.3666666666395031,198.60678100585938,GP_240702_BR1210
0.3666666666395031,199.3284454345703,GC_240730_BR1210
0.3666666666395031,198.84417724609375,GP_241009_BR1210
0.3666666666395031,8.969160079956055,GP_241022_BR1210
0.3666666668141261,198.5336151123047,20221117_0815_BR-1210
0.3666666668141261,198.5496368408203,20230111_0653_BR-1210
0.3666666668141261,198.8808136,20240111_0851_BR-1210
0.3833333331858739,198.80712890625,20231023_1358_BR-1210
0.3833333333604969,199.40914916992188,20221028_0906_BR-1210
0.3833333333604969,199.03956604003906,20221115_0832_BR-1210
0.3833333333604969,198.3953094482422,20221117_0815_BR-1210
0.3833333333604969,199.16419982910156,20230111_0653_BR-1210
0.3833333333604969,198.93756103515625,20230307_0737_BR-1210
0.3833333333604969,198.8034210205078,20230504_0839_BR-1210
0.3833333333604969,198.6387176513672,20230518_0856_BR-1210
0.3833333333604969,198.6669312,20230524_0902_BR-1210
0.3833333333604969,199.17181396484375,20230615_0848_BR-1210
0.3833333333604969,198.72174072265625,20230824_0925_BR-1210
0.3833333333604969,199.4791718,20240111_0851_BR-1210
0.3833333333604969,198.4547729,20240306_0847_BR-1210
0.3833333333604969,198.59103393554688,20240502_0858_BR-1210
0.3833333333604969,198.71546936035156,20240516_0838_BR-1210
0.3833333333604969,198.80490112304688,GC_240625_BR1210
0.3833333333604969,198.6091766357422,GP_240702_BR1210
0.3833333333604969,198.6148681640625,GC_240730_BR1210
0.3833333333604969,198.8441619873047,GP_241009_BR1210
0.3833333333604969,8.969000816345215,GP_241022_BR1210
0.39999999990686774,198.82237243652344,20221028_0906_BR-1210
0.39999999990686774,199.18045043945312,20221115_0832_BR-1210
0.39999999990686774,198.5895691,20230524_0902_BR-1210
0.39999999990686774,198.49127197265625,20230824_0925_BR-1210
