Time (hours),Batch, pH_PV
0.03333333326736465,20240306_0847_BR-1210,6.777057648
0.03333333326736465,20240502_0858_BR-1210,6.7129340171813965
0.03333333326736465,20240516_0838_BR-1210,6.812285900115967
0.03333333326736465,GP_240702_BR1210,6.590403079986572
0.03333333326736465,GC_240730_BR1210,6.538286209106445
0.03333333326736465,GP_241009_BR1210,6.747222900390625
0.033333333441987634,20221117_0815_BR-1210,6.5865797996521
0.033333333441987634,20230111_0653_BR-1210,6.914999008178711
0.033333333441987634,20240111_0851_BR-1210,6.594804287
0.033333333441987634,GC_240625_BR1210,6.763835906982422
0.033333333441987634,GP_241022_BR1210,6.471500873565674
0.04999999998835847,20221028_0906_BR-1210,6.8550848960876465
0.04999999998835847,20221115_0832_BR-1210,6.814907073974609
0.04999999998835847,20221117_0815_BR-1210,6.586146354675293
0.04999999998835847,20230111_0653_BR-1210,6.914593696594238
0.04999999998835847,20230307_0737_BR-1210,6.740149021148682
0.04999999998835847,20230504_0839_BR-1210,6.832369804382324
0.04999999998835847,20230518_0856_BR-1210,6.865011215209961
0.04999999998835847,20230524_0902_BR-1210,6.811317
0.04999999998835847,20230615_0848_BR-1210,6.82932710647583
0.04999999998835847,20230824_0925_BR-1210,6.860837936401367
0.04999999998835847,20231023_1358_BR-1210,6.5550856590271
0.04999999998835847,20240306_0847_BR-1210,6.77631712
0.04999999998835847,20240502_0858_BR-1210,6.712469577789307
0.04999999998835847,20240516_0838_BR-1210,6.811711311340332
0.04999999998835847,GC_240625_BR1210,6.763250827789307
0.04999999998835847,GP_240702_BR1210,6.589818477630615
0.04999999998835847,GC_240730_BR1210,6.536635875701904
0.04999999998835847,GP_241009_BR1210,6.746662616729736
0.04999999998835847,GP_241022_BR1210,6.471121311187744
0.05000000016298145,20240111_0851_BR-1210,6.594149113
0.0666666665347293,20221028_0906_BR-1210,6.8547539710998535
0.0666666665347293,20221115_0832_BR-1210,6.81427001953125
0.0666666665347293,20231023_1358_BR-1210,6.554388046264648
0.06666666670935228,20221117_0815_BR-1210,6.585712909698486
0.06666666670935228,20230111_0653_BR-1210,6.914188861846924
0.06666666670935228,20230307_0737_BR-1210,6.739578723907471
0.06666666670935228,20230504_0839_BR-1210,6.831363201141357
0.06666666670935228,20230518_0856_BR-1210,6.864341735839844
0.06666666670935228,20230524_0902_BR-1210,6.810515
0.06666666670935228,20230615_0848_BR-1210,6.828607559204102
0.06666666670935228,20230824_0925_BR-1210,6.860156536102295
0.06666666670935228,20240111_0851_BR-1210,6.593494415
0.06666666670935228,20240306_0847_BR-1210,6.775576591
0.06666666670935228,20240502_0858_BR-1210,6.712005615234375
0.06666666670935228,20240516_0838_BR-1210,6.811136245727539
0.06666666670935228,GC_240625_BR1210,6.762665748596191
0.06666666670935228,GP_240702_BR1210,6.5892333984375
0.06666666670935228,GC_240730_BR1210,6.534985065460205
0.06666666670935228,GP_241009_BR1210,6.746102809906006
0.06666666670935228,GP_241022_BR1210,6.470742225646973
0.08333333325572312,20221028_0906_BR-1210,6.8544230461120605
0.08333333325572312,20221115_0832_BR-1210,6.813632965087891
0.08333333325572312,20230504_0839_BR-1210,6.830357074737549
0.08333333325572312,20230518_0856_BR-1210,6.863672256469727
0.08333333325572312,20230524_0902_BR-1210,6.809714
0.08333333325572312,20230615_0848_BR-1210,6.827888488769531
0.08333333325572312,20230824_0925_BR-1210,6.8594746589660645
0.08333333325572312,20231023_1358_BR-1210,6.5536909103393555
0.08333333325572312,20240306_0847_BR-1210,6.774836063
0.08333333325572312,20240502_0858_BR-1210,6.711541652679443
0.08333333325572312,20240516_0838_BR-1210,6.810561656951904
0.08333333325572312,GC_240730_BR1210,6.533334255218506
0.08333333325572312,GP_241009_BR1210,6.745542526245117
0.0833333334303461,20221117_0815_BR-1210,6.58527946472168
0.0833333334303461,20230111_0653_BR-1210,6.913783550262451
0.0833333334303461,20230307_0737_BR-1210,6.73900842666626
0.0833333334303461,20240111_0851_BR-1210,6.592839241
0.0833333334303461,GC_240625_BR1210,6.762080669403076
0.0833333334303461,GP_240702_BR1210,6.588648796081543
0.0833333334303461,GP_241022_BR1210,6.470362663269043
0.09999999997671694,20221028_0906_BR-1210,6.854091644287109
0.09999999997671694,20221115_0832_BR-1210,6.812995433807373
0.09999999997671694,20221117_0815_BR-1210,6.584846019744873
0.09999999997671694,20230307_0737_BR-1210,6.738437652587891
0.09999999997671694,20230504_0839_BR-1210,6.829350471496582
0.09999999997671694,20230518_0856_BR-1210,6.863003253936768
0.09999999997671694,20230524_0902_BR-1210,6.808913
0.09999999997671694,20230615_0848_BR-1210,6.827169418334961
0.09999999997671694,20230824_0925_BR-1210,6.858793258666992
0.09999999997671694,20231023_1358_BR-1210,6.552993297576904
0.09999999997671694,20240306_0847_BR-1210,6.774095058
0.09999999997671694,20240502_0858_BR-1210,6.711077690124512
0.09999999997671694,20240516_0838_BR-1210,6.809986591339111
0.09999999997671694,GC_240625_BR1210,6.761495590209961
0.09999999997671694,GP_240702_BR1210,6.588064193725586
0.09999999997671694,GC_240730_BR1210,6.531683921813965
0.09999999997671694,GP_241009_BR1210,6.7449822425842285
0.09999999997671694,GP_241022_BR1210,6.469983100891113
0.10000000015133992,20230111_0653_BR-1210,6.9133782386779785
0.10000000015133992,20240111_0851_BR-1210,6.592184067
0.11666666652308777,20231023_1358_BR-1210,6.552296161651611
0.11666666669771075,20221028_0906_BR-1210,6.853760719299316
0.11666666669771075,20221115_0832_BR-1210,6.812358379364014
0.11666666669771075,20221117_0815_BR-1210,6.584412574768066
0.11666666669771075,20230111_0653_BR-1210,6.912973403930664
0.11666666669771075,20230307_0737_BR-1210,6.73786735534668
0.11666666669771075,20230504_0839_BR-1210,6.828344345092773
0.11666666669771075,20230518_0856_BR-1210,6.86233377456665
0.11666666669771075,20230524_0902_BR-1210,6.808112
0.11666666669771075,20230615_0848_BR-1210,6.826449871063232
0.11666666669771075,20230824_0925_BR-1210,6.85811185836792
0.11666666669771075,20240111_0851_BR-1210,6.591529369
0.11666666669771075,20240306_0847_BR-1210,6.77335453
0.11666666669771075,20240502_0858_BR-1210,6.71061372756958
0.11666666669771075,20240516_0838_BR-1210,6.809411525726318
0.11666666669771075,GC_240625_BR1210,6.760910511016846
0.11666666669771075,GP_240702_BR1210,6.587479114532471
0.11666666669771075,GC_240730_BR1210,6.530033111572266
0.11666666669771075,GP_241009_BR1210,6.744422435760498
0.11666666669771075,GP_241022_BR1210,6.469603538513184
0.1333333332440816,20221028_0906_BR-1210,6.853429794311523
0.1333333332440816,20221115_0832_BR-1210,6.811721324920654
0.1333333332440816,20230524_0902_BR-1210,6.80731
0.1333333332440816,20230824_0925_BR-1210,6.857430458068848
0.1333333332440816,20231023_1358_BR-1210,6.55159854888916
0.1333333332440816,20240306_0847_BR-1210,6.772614002
0.1333333332440816,20240502_0858_BR-1210,6.710149765014648
0.1333333332440816,20240516_0838_BR-1210,6.808836936950684
0.1333333332440816,GP_241009_BR1210,6.743862152099609
0.13333333341870457,20221117_0815_BR-1210,6.58397912979126
0.13333333341870457,20230111_0653_BR-1210,6.912568092346191
0.13333333341870457,20230307_0737_BR-1210,6.7372965812683105
0.13333333341870457,20230504_0839_BR-1210,6.827337741851807
0.13333333341870457,20230518_0856_BR-1210,6.861664772033691
0.13333333341870457,20230615_0848_BR-1210,6.825730800628662
0.13333333341870457,20240111_0851_BR-1210,6.590874195
0.13333333341870457,GC_240625_BR1210,6.760325908660889
0.13333333341870457,GP_240702_BR1210,6.586894512176514
0.13333333341870457,GC_240730_BR1210,6.528382778167725
0.13333333341870457,GP_241022_BR1210,6.469223976135254
0.1499999999650754,20221028_0906_BR-1210,6.8530988693237305
0.1499999999650754,20221115_0832_BR-1210,6.811084270477295
0.1499999999650754,20230307_0737_BR-1210,6.7367262840271
0.1499999999650754,20230504_0839_BR-1210,6.826331615447998
0.1499999999650754,20230518_0856_BR-1210,6.860995292663574
0.1499999999650754,20230524_0902_BR-1210,6.806509
0.1499999999650754,20230615_0848_BR-1210,6.825011730194092
0.1499999999650754,20230824_0925_BR-1210,6.856749057769775
0.1499999999650754,20231023_1358_BR-1210,6.550901412963867
0.1499999999650754,20240306_0847_BR-1210,6.771873474
0.1499999999650754,20240502_0858_BR-1210,6.709685325622559
0.1499999999650754,20240516_0838_BR-1210,6.808261871337891
0.1499999999650754,GC_240625_BR1210,6.759740829467773
0.1499999999650754,GP_240702_BR1210,6.586309909820557
0.1499999999650754,GC_240730_BR1210,6.526731967926025
0.1499999999650754,GP_241009_BR1210,6.743302345275879
0.1499999999650754,GP_241022_BR1210,6.468844413757324
0.1500000001396984,20221117_0815_BR-1210,6.583545684814453
0.1500000001396984,20230111_0653_BR-1210,6.912162780761719
0.1500000001396984,20240111_0851_BR-1210,6.590219021
0.16666666651144624,20231023_1358_BR-1210,6.550203800201416
0.16666666668606922,20221028_0906_BR-1210,6.8527679443359375
0.16666666668606922,20221115_0832_BR-1210,6.8104472160339355
0.16666666668606922,20221117_0815_BR-1210,6.5831122398376465
0.16666666668606922,20230111_0653_BR-1210,6.911757946014404
0.16666666668606922,20230307_0737_BR-1210,6.736155986785889
0.16666666668606922,20230504_0839_BR-1210,6.825325012207031
0.16666666668606922,20230518_0856_BR-1210,6.860326290130615
0.16666666668606922,20230524_0902_BR-1210,6.805707
0.16666666668606922,20230615_0848_BR-1210,6.8242926597595215
0.16666666668606922,20230824_0925_BR-1210,6.856067657470703
0.16666666668606922,20240111_0851_BR-1210,6.589564323
0.16666666668606922,20240306_0847_BR-1210,6.771132946
0.16666666668606922,20240502_0858_BR-1210,6.709221363067627
0.16666666668606922,20240516_0838_BR-1210,6.807687282562256
0.16666666668606922,GC_240625_BR1210,6.759155750274658
0.16666666668606922,GP_240702_BR1210,6.585724830627441
0.16666666668606922,GC_240730_BR1210,6.525081634521484
0.16666666668606922,GP_241009_BR1210,6.74274206161499
0.16666666668606922,GP_241022_BR1210,6.4684648513793945
0.18333333323244005,20221028_0906_BR-1210,6.8524370193481445
0.18333333323244005,20221115_0832_BR-1210,6.809810161590576
0.18333333323244005,20230524_0902_BR-1210,6.804906
0.18333333323244005,20230824_0925_BR-1210,6.855386257171631
0.18333333323244005,20231023_1358_BR-1210,6.549506664276123
0.18333333323244005,20240306_0847_BR-1210,6.770392418
0.18333333323244005,GP_241009_BR1210,6.74218225479126
0.18333333340706304,20221117_0815_BR-1210,6.58267879486084
0.18333333340706304,20230111_0653_BR-1210,6.911352634429932
0.18333333340706304,20230307_0737_BR-1210,6.7355852127075195
0.18333333340706304,20230504_0839_BR-1210,6.824318885803223
0.18333333340706304,20230518_0856_BR-1210,6.859656810760498
0.18333333340706304,20230615_0848_BR-1210,6.823573112487793
0.18333333340706304,20240111_0851_BR-1210,6.588909149
0.18333333340706304,20240502_0858_BR-1210,6.708757400512695
0.18333333340706304,20240516_0838_BR-1210,6.807112216949463
0.18333333340706304,GC_240625_BR1210,6.758570671081543
0.18333333340706304,GP_240702_BR1210,6.585140228271484
0.18333333340706304,GC_240730_BR1210,6.523430824279785
0.18333333340706304,GP_241022_BR1210,6.468085765838623
0.19999999995343387,20221028_0906_BR-1210,6.852106094360352
0.19999999995343387,20221115_0832_BR-1210,6.809173107147217
0.19999999995343387,20230307_0737_BR-1210,6.735014915466309
0.19999999995343387,20230504_0839_BR-1210,6.823312282562256
0.19999999995343387,20230518_0856_BR-1210,6.858987331390381
0.19999999995343387,20230524_0902_BR-1210,6.804105
0.19999999995343387,20230615_0848_BR-1210,6.822854042053223
0.19999999995343387,20230824_0925_BR-1210,6.854704856872559
0.19999999995343387,20231023_1358_BR-1210,6.548809051513672
0.19999999995343387,20240306_0847_BR-1210,6.76965189
0.19999999995343387,20240502_0858_BR-1210,6.708293437957764
0.19999999995343387,20240516_0838_BR-1210,6.80653715133667
0.19999999995343387,GC_240625_BR1210,6.757985591888428
0.19999999995343387,GP_240702_BR1210,6.584555625915527
0.19999999995343387,GC_240730_BR1210,6.521780014038086
0.19999999995343387,GP_241009_BR1210,6.741621971130371
0.19999999995343387,GP_241022_BR1210,6.467706203460693
0.20000000012805685,20221117_0815_BR-1210,6.582245349884033
0.20000000012805685,20230111_0653_BR-1210,6.910947799682617
0.20000000012805685,20240111_0851_BR-1210,6.588253975
0.2166666664998047,20231023_1358_BR-1210,6.548111915588379
0.2166666666744277,20221028_0906_BR-1210,6.8517746925354
0.2166666666744277,20221115_0832_BR-1210,6.808536052703857
0.2166666666744277,20221117_0815_BR-1210,6.581811904907227
0.2166666666744277,20230111_0653_BR-1210,6.9105424880981445
0.2166666666744277,20230307_0737_BR-1210,6.734444618225098
0.2166666666744277,20230504_0839_BR-1210,6.822306156158447
0.2166666666744277,20230518_0856_BR-1210,6.858318328857422
0.2166666666744277,20230524_0902_BR-1210,6.803304
0.2166666666744277,20230615_0848_BR-1210,6.822134971618652
0.2166666666744277,20230824_0925_BR-1210,6.854023456573486
0.2166666666744277,20240111_0851_BR-1210,6.587599277
0.2166666666744277,20240306_0847_BR-1210,6.768911362
0.2166666666744277,20240502_0858_BR-1210,6.707829475402832
0.2166666666744277,20240516_0838_BR-1210,6.805962562561035
0.2166666666744277,GC_240625_BR1210,6.7574005126953125
0.2166666666744277,GP_240702_BR1210,6.58397102355957
0.2166666666744277,GC_240730_BR1210,6.527243137359619
0.2166666666744277,GP_241009_BR1210,6.741062164306641
0.2166666666744277,GP_241022_BR1210,6.467326641082764
0.23333333322079852,20221028_0906_BR-1210,6.851443767547607
0.23333333322079852,20221115_0832_BR-1210,6.807898998260498
0.23333333322079852,20230524_0902_BR-1210,6.802502
0.23333333322079852,20230824_0925_BR-1210,6.853342056274414
0.23333333322079852,20231023_1358_BR-1210,6.547414302825928
0.23333333322079852,GP_241009_BR1210,6.740501880645752
0.2333333333954215,20221117_0815_BR-1210,6.58137845993042
0.2333333333954215,20230111_0653_BR-1210,6.910137176513672
0.2333333333954215,20230307_0737_BR-1210,6.7338738441467285
0.2333333333954215,20230504_0839_BR-1210,6.821300029754639
0.2333333333954215,20230518_0856_BR-1210,6.857648849487305
0.2333333333954215,20230615_0848_BR-1210,6.821415424346924
0.2333333333954215,20240111_0851_BR-1210,6.586944103
0.2333333333954215,20240306_0847_BR-1210,6.768170834
0.2333333333954215,20240502_0858_BR-1210,6.7073655128479
0.2333333333954215,20240516_0838_BR-1210,6.805387496948242
0.2333333333954215,GC_240625_BR1210,6.7568159103393555
0.2333333333954215,GP_240702_BR1210,6.583385944366455
0.2333333333954215,GC_240730_BR1210,6.527174472808838
0.2333333333954215,GP_241022_BR1210,6.466947078704834
0.24999999994179234,20221028_0906_BR-1210,6.8511128425598145
0.24999999994179234,20221115_0832_BR-1210,6.807261943817139
0.24999999994179234,20230307_0737_BR-1210,6.733303546905518
0.24999999994179234,20230504_0839_BR-1210,6.820293426513672
0.24999999994179234,20230518_0856_BR-1210,6.856979846954346
0.24999999994179234,20230524_0902_BR-1210,6.801701
0.24999999994179234,20230615_0848_BR-1210,6.8206963539123535
0.24999999994179234,20230824_0925_BR-1210,6.852660655975342
0.24999999994179234,20231023_1358_BR-1210,6.546717166900635
0.24999999994179234,20240306_0847_BR-1210,6.767429829
0.24999999994179234,20240502_0858_BR-1210,6.7069010734558105
0.24999999994179234,20240516_0838_BR-1210,6.804812908172607
0.24999999994179234,GP_240702_BR1210,6.582801342010498
0.24999999994179234,GC_240730_BR1210,6.527105808258057
0.24999999994179234,GP_241009_BR1210,6.7399420738220215
0.2500000001164153,20221117_0815_BR-1210,6.580945014953613
0.2500000001164153,20230111_0653_BR-1210,6.909732341766357
0.2500000001164153,20240111_0851_BR-1210,6.586289406
0.2500000001164153,GC_240625_BR1210,6.75623083114624
0.2500000001164153,GP_241022_BR1210,6.466567516326904
0.26666666666278616,20221028_0906_BR-1210,6.8507819175720215
0.26666666666278616,20221115_0832_BR-1210,6.806624889373779
0.26666666666278616,20221117_0815_BR-1210,6.580511569976807
0.26666666666278616,20230111_0653_BR-1210,6.909327030181885
0.26666666666278616,20230307_0737_BR-1210,6.732733249664307
0.26666666666278616,20230504_0839_BR-1210,6.819287300109863
0.26666666666278616,20230518_0856_BR-1210,6.8563103675842285
0.26666666666278616,20230524_0902_BR-1210,6.8009
0.26666666666278616,20230615_0848_BR-1210,6.819977283477783
0.26666666666278616,20230824_0925_BR-1210,6.8519792556762695
0.26666666666278616,20231023_1358_BR-1210,6.546019554138184
0.26666666666278616,20240111_0851_BR-1210,6.585634232
0.26666666666278616,20240306_0847_BR-1210,6.766689301
0.26666666666278616,20240502_0858_BR-1210,6.706437110900879
0.26666666666278616,20240516_0838_BR-1210,6.8042378425598145
0.26666666666278616,GC_240625_BR1210,6.755645751953125
0.26666666666278616,GP_240702_BR1210,6.582216739654541
0.26666666666278616,GC_240730_BR1210,6.527037143707275
0.26666666666278616,GP_241009_BR1210,6.739381790161133
0.26666666666278616,GP_241022_BR1210,6.466187953948975
0.283333333209157,20221028_0906_BR-1210,6.8504509925842285
0.283333333209157,20221115_0832_BR-1210,6.805987358093262
0.283333333209157,20230524_0902_BR-1210,6.800098
0.283333333209157,20231023_1358_BR-1210,6.545322418212891
0.283333333209157,GP_241009_BR1210,6.738821983337402
0.28333333338378,20221117_0815_BR-1210,6.580078125
0.28333333338378,20230111_0653_BR-1210,6.90892219543457
0.28333333338378,20230307_0737_BR-1210,6.7321624755859375
0.28333333338378,20230504_0839_BR-1210,6.8182806968688965
0.28333333338378,20230518_0856_BR-1210,6.8556413650512695
0.28333333338378,20230615_0848_BR-1210,6.819258213043213
0.28333333338378,20230824_0925_BR-1210,6.851297378540039
0.28333333338378,20240111_0851_BR-1210,6.584979057
0.28333333338378,20240306_0847_BR-1210,6.765948772
0.28333333338378,20240502_0858_BR-1210,6.705973148345947
0.28333333338378,20240516_0838_BR-1210,6.8036627769470215
0.28333333338378,GC_240625_BR1210,6.75506067276001
0.28333333338378,GP_240702_BR1210,6.581631660461426
0.28333333338378,GC_240730_BR1210,6.526968479156494
0.28333333338378,GP_241022_BR1210,6.465808391571045
0.2999999999301508,20221028_0906_BR-1210,6.8501200675964355
0.2999999999301508,20221115_0832_BR-1210,6.805350303649902
0.2999999999301508,20230307_0737_BR-1210,6.731592178344727
0.2999999999301508,20230504_0839_BR-1210,6.817274570465088
0.2999999999301508,20230518_0856_BR-1210,6.854971885681152
0.2999999999301508,20230524_0902_BR-1210,6.799297
0.2999999999301508,20230615_0848_BR-1210,6.818538665771484
0.2999999999301508,20230824_0925_BR-1210,6.850615978240967
0.2999999999301508,20231023_1358_BR-1210,6.5446248054504395
0.2999999999301508,20240306_0847_BR-1210,6.765208244
0.2999999999301508,20240502_0858_BR-1210,6.705509185791016
0.2999999999301508,20240516_0838_BR-1210,6.803088188171387
0.2999999999301508,GC_240730_BR1210,6.526899814605713
0.2999999999301508,GP_241009_BR1210,6.738261699676514
0.3000000001047738,20221117_0815_BR-1210,6.579644680023193
0.3000000001047738,20230111_0653_BR-1210,6.908516883850098
0.3000000001047738,20240111_0851_BR-1210,6.58432436
0.3000000001047738,GC_240625_BR1210,6.7544755935668945
0.3000000001047738,GP_240702_BR1210,6.581047058105469
0.3000000001047738,GP_241022_BR1210,6.465429306030273
0.3166666666511446,20221028_0906_BR-1210,6.849789142608643
0.3166666666511446,20221115_0832_BR-1210,6.804713249206543
0.3166666666511446,20221117_0815_BR-1210,6.579211235046387
0.3166666666511446,20230111_0653_BR-1210,6.908111572265625
0.3166666666511446,20230307_0737_BR-1210,6.731021881103516
0.3166666666511446,20230504_0839_BR-1210,6.816267967224121
0.3166666666511446,20230518_0856_BR-1210,6.854302406311035
0.3166666666511446,20230524_0902_BR-1210,6.798496
0.3166666666511446,20230615_0848_BR-1210,6.817819595336914
0.3166666666511446,20230824_0925_BR-1210,6.8499345779418945
0.3166666666511446,20231023_1358_BR-1210,6.5439276695251465
0.3166666666511446,20240306_0847_BR-1210,6.764467716
0.3166666666511446,20240502_0858_BR-1210,6.705045223236084
0.3166666666511446,20240516_0838_BR-1210,6.802513122558594
0.3166666666511446,GC_240625_BR1210,6.7538909912109375
0.3166666666511446,GP_240702_BR1210,6.580462455749512
0.3166666666511446,GC_240730_BR1210,6.526831150054932
0.3166666666511446,GP_241009_BR1210,6.737701892852783
0.3166666666511446,GP_241022_BR1210,6.465049743652344
0.3166666668257676,20240111_0851_BR-1210,6.583669186
0.33333333319751546,20221115_0832_BR-1210,6.804076194763184
0.33333333319751546,20231023_1358_BR-1210,6.543230056762695
0.33333333337213844,20221028_0906_BR-1210,6.849457740783691
0.33333333337213844,20221117_0815_BR-1210,6.57877779006958
0.33333333337213844,20230111_0653_BR-1210,6.9077067375183105
0.33333333337213844,20230307_0737_BR-1210,6.7304511070251465
0.33333333337213844,20230504_0839_BR-1210,6.8152618408203125
0.33333333337213844,20230518_0856_BR-1210,6.853633403778076
0.33333333337213844,20230524_0902_BR-1210,6.797694
0.33333333337213844,20230615_0848_BR-1210,6.817100524902344
0.33333333337213844,20230824_0925_BR-1210,6.849253177642822
0.33333333337213844,20240111_0851_BR-1210,6.583014011
0.33333333337213844,20240306_0847_BR-1210,6.763727188
0.33333333337213844,20240502_0858_BR-1210,6.704581260681152
0.33333333337213844,20240516_0838_BR-1210,6.801938533782959
0.33333333337213844,GC_240625_BR1210,6.753305912017822
0.33333333337213844,GP_240702_BR1210,6.5798773765563965
0.33333333337213844,GC_240730_BR1210,6.52676248550415
0.33333333337213844,GP_241009_BR1210,6.7371416091918945
0.33333333337213844,GP_241022_BR1210,6.464670181274414
0.3499999999185093,20221028_0906_BR-1210,6.849126815795898
0.3499999999185093,20221115_0832_BR-1210,6.803439140319824
0.3499999999185093,20230504_0839_BR-1210,6.814255237579346
0.3499999999185093,20230518_0856_BR-1210,6.852963924407959
0.3499999999185093,20230524_0902_BR-1210,6.796893
0.3499999999185093,20230615_0848_BR-1210,6.816380977630615
0.3499999999185093,20230824_0925_BR-1210,6.84857177734375
0.3499999999185093,20231023_1358_BR-1210,6.542532920837402
0.3499999999185093,20240306_0847_BR-1210,6.76298666
0.3499999999185093,20240502_0858_BR-1210,6.7041168212890625
0.3499999999185093,20240516_0838_BR-1210,6.801363468170166
0.3499999999185093,GC_240730_BR1210,6.526693820953369
0.3499999999185093,GP_241009_BR1210,6.736581325531006
0.35000000009313226,20221117_0815_BR-1210,6.578344345092773
0.35000000009313226,20230111_0653_BR-1210,6.907301425933838
0.35000000009313226,20230307_0737_BR-1210,6.7298808097839355
0.35000000009313226,20240111_0851_BR-1210,6.582359314
0.35000000009313226,GC_240625_BR1210,6.752720832824707
0.35000000009313226,GP_240702_BR1210,6.5792927742004395
0.35000000009313226,GP_241022_BR1210,6.464290618896484
0.3666666666395031,20221028_0906_BR-1210,6.8487958908081055
0.3666666666395031,20221115_0832_BR-1210,6.802802085876465
0.3666666666395031,20230307_0737_BR-1210,6.729310512542725
0.3666666666395031,20230504_0839_BR-1210,6.813249111175537
0.3666666666395031,20230518_0856_BR-1210,6.852294921875
0.3666666666395031,20230524_0902_BR-1210,6.796092
0.3666666666395031,20230615_0848_BR-1210,6.815661907196045
0.3666666666395031,20230824_0925_BR-1210,6.847890377044678
0.3666666666395031,20231023_1358_BR-1210,6.541835308074951
0.3666666666395031,20240306_0847_BR-1210,6.762246132
0.3666666666395031,20240502_0858_BR-1210,6.703652858734131
0.3666666666395031,20240516_0838_BR-1210,6.800788402557373
0.3666666666395031,GC_240625_BR1210,6.752135753631592
0.3666666666395031,GP_240702_BR1210,6.578708171844482
0.3666666666395031,GC_240730_BR1210,6.526625156402588
0.3666666666395031,GP_241009_BR1210,6.736021518707275
0.3666666666395031,GP_241022_BR1210,6.463911056518555
0.3666666668141261,20221117_0815_BR-1210,6.577910900115967
0.3666666668141261,20230111_0653_BR-1210,6.906896591186523
0.3666666668141261,20240111_0851_BR-1210,6.58170414
0.3833333331858739,20231023_1358_BR-1210,6.541138172149658
0.3833333333604969,20221028_0906_BR-1210,6.8484649658203125
0.3833333333604969,20221115_0832_BR-1210,6.8021650314331055
0.3833333333604969,20221117_0815_BR-1210,6.57747745513916
0.3833333333604969,20230111_0653_BR-1210,6.906491279602051
0.3833333333604969,20230307_0737_BR-1210,6.7287397384643555
0.3833333333604969,20230504_0839_BR-1210,6.81224250793457
0.3833333333604969,20230518_0856_BR-1210,6.851625442504883
0.3833333333604969,20230524_0902_BR-1210,6.79529
0.3833333333604969,20230615_0848_BR-1210,6.814942836761475
0.3833333333604969,20230824_0925_BR-1210,6.8472089767456055
0.3833333333604969,20240111_0851_BR-1210,6.581049442
0.3833333333604969,20240306_0847_BR-1210,6.761505604
0.3833333333604969,20240502_0858_BR-1210,6.703188896179199
0.3833333333604969,20240516_0838_BR-1210,6.800213813781738
0.3833333333604969,GC_240625_BR1210,6.751550674438477
0.3833333333604969,GP_240702_BR1210,6.578123092651367
0.3833333333604969,GC_240730_BR1210,6.526556491851807
0.3833333333604969,GP_241009_BR1210,6.735461235046387
0.3833333333604969,GP_241022_BR1210,6.463531494140625
0.39999999990686774,20221028_0906_BR-1210,6.8481340408325195
0.39999999990686774,20221115_0832_BR-1210,6.801527976989746
