Time (hours),Batch,Pressure_PV
0.033333333441987634,GC_240625_BR1210,4.965900897979736
0.033333333441987634,GP_241022_BR1210,5.0129923820495605
0.04999999998835847,20221028_0906_BR-1210,4.9884819984436035
0.04999999998835847,20221115_0832_BR-1210,4.979204177856445
0.04999999998835847,20221117_0815_BR-1210,5.037560939788818
0.04999999998835847,20230111_0653_BR-1210,4.99054479598999
0.04999999998835847,20230307_0737_BR-1210,5.000041961669922
0.04999999998835847,20230504_0839_BR-1210,5.017378807067871
0.04999999998835847,20230518_0856_BR-1210,5.000179290771484
0.04999999998835847,20230524_0902_BR-1210,4.981061
0.04999999998835847,20230615_0848_BR-1210,4.960320472717285
0.04999999998835847,20230824_0925_BR-1210,4.968314170837402
0.04999999998835847,20231023_1358_BR-1210,5.056535243988037
0.04999999998835847,20240306_0847_BR-1210,4.99755621
0.04999999998835847,20240502_0858_BR-1210,4.96851110458374
0.04999999998835847,20240516_0838_BR-1210,5.0182204246521
0.04999999998835847,GC_240625_BR1210,4.963341236114502
0.04999999998835847,GP_240702_BR1210,4.974429607391357
0.04999999998835847,GC_240730_BR1210,5.034745693206787
0.04999999998835847,GP_241009_BR1210,4.948812484741211
0.04999999998835847,GP_241022_BR1210,4.980073928833008
0.05000000016298145,20240111_0851_BR-1210,4.947182655
0.0666666665347293,20221028_0906_BR-1210,4.991358757019043
0.0666666665347293,20221115_0832_BR-1210,4.977231502532959
0.0666666665347293,20231023_1358_BR-1210,5.018539905548096
0.06666666670935228,20221117_0815_BR-1210,5.012966632843018
0.06666666670935228,20230111_0653_BR-1210,4.991786479949951
0.06666666670935228,20230307_0737_BR-1210,5.000037670135498
0.06666666670935228,20230504_0839_BR-1210,5.016698837280273
0.06666666670935228,20230518_0856_BR-1210,5.000192642211914
0.06666666670935228,20230524_0902_BR-1210,4.981962
0.06666666670935228,20230615_0848_BR-1210,4.960415363311768
0.06666666670935228,20230824_0925_BR-1210,4.989405155181885
0.06666666670935228,20240111_0851_BR-1210,4.946948528
0.06666666670935228,20240306_0847_BR-1210,4.997524738
0.06666666670935228,20240502_0858_BR-1210,4.968616008758545
0.06666666670935228,20240516_0838_BR-1210,5.006880283355713
0.06666666670935228,GC_240625_BR1210,4.960782051086426
0.06666666670935228,GP_240702_BR1210,4.974472522735596
0.06666666670935228,GC_240730_BR1210,4.982614517211914
0.06666666670935228,GP_241009_BR1210,4.944231033325195
0.06666666670935228,GP_241022_BR1210,5.00700569152832
0.08333333325572312,20221028_0906_BR-1210,5.000895977020264
0.08333333325572312,20221115_0832_BR-1210,4.975258827209473
0.08333333325572312,20230504_0839_BR-1210,5.016018867492676
0.08333333325572312,20230518_0856_BR-1210,5.000206470489502
0.08333333325572312,20230524_0902_BR-1210,4.982863
0.08333333325572312,20230615_0848_BR-1210,4.96005392074585
0.08333333325572312,20230824_0925_BR-1210,5.00671911239624
0.08333333325572312,20231023_1358_BR-1210,4.97694206237793
0.08333333325572312,20240306_0847_BR-1210,4.997493267
0.08333333325572312,20240502_0858_BR-1210,4.968720436096191
0.08333333325572312,20240516_0838_BR-1210,5.01810884475708
0.08333333325572312,GC_240730_BR1210,4.967593669891357
0.08333333325572312,GP_241009_BR1210,4.9396491050720215
0.0833333334303461,20221117_0815_BR-1210,4.9956583976745605
0.0833333334303461,20230111_0653_BR-1210,5.001253128051758
0.0833333334303461,20230307_0737_BR-1210,5.000032901763916
0.0833333334303461,20240111_0851_BR-1210,4.946714878
0.0833333334303461,GC_240625_BR1210,4.958222389221191
0.0833333334303461,GP_240702_BR1210,4.974514961242676
0.0833333334303461,GP_241022_BR1210,5.011747360229492
0.09999999997671694,20221028_0906_BR-1210,5.010432720184326
0.09999999997671694,20221115_0832_BR-1210,4.9732866287231445
0.09999999997671694,20221117_0815_BR-1210,4.997447967529297
0.09999999997671694,20230307_0737_BR-1210,5.000028610229492
0.09999999997671694,20230504_0839_BR-1210,5.015338897705078
0.09999999997671694,20230518_0856_BR-1210,5.000219821929932
0.09999999997671694,20230524_0902_BR-1210,4.983765
0.09999999997671694,20230615_0848_BR-1210,4.959468841552734
0.09999999997671694,20230824_0925_BR-1210,5.01641321182251
0.09999999997671694,20231023_1358_BR-1210,4.957071304321289
0.09999999997671694,20240306_0847_BR-1210,4.997461319
0.09999999997671694,20240502_0858_BR-1210,4.968825340270996
0.09999999997671694,20240516_0838_BR-1210,5.029336929321289
0.09999999997671694,GC_240625_BR1210,4.955662727355957
0.09999999997671694,GP_240702_BR1210,4.974557876586914
0.09999999997671694,GC_240730_BR1210,4.956365585327148
0.09999999997671694,GP_241009_BR1210,4.952006816864014
0.09999999997671694,GP_241022_BR1210,4.991184234619141
0.10000000015133992,20230111_0653_BR-1210,5.010720252990723
0.10000000015133992,20240111_0851_BR-1210,4.946481228
0.11666666652308777,20231023_1358_BR-1210,4.956570625305176
0.11666666669771075,20221028_0906_BR-1210,5.019969463348389
0.11666666669771075,20221115_0832_BR-1210,4.971313953399658
0.11666666669771075,20221117_0815_BR-1210,4.999237537384033
0.11666666669771075,20230111_0653_BR-1210,5.020186901092529
0.11666666669771075,20230307_0737_BR-1210,5.00002384185791
0.11666666669771075,20230504_0839_BR-1210,5.0146589279174805
0.11666666669771075,20230518_0856_BR-1210,5.0002336502075195
0.11666666669771075,20230524_0902_BR-1210,4.984666
0.11666666669771075,20230615_0848_BR-1210,4.959473609924316
0.11666666669771075,20230824_0925_BR-1210,5.017001628875732
0.11666666669771075,20240111_0851_BR-1210,4.946247101
0.11666666669771075,20240306_0847_BR-1210,4.997429848
0.11666666669771075,20240502_0858_BR-1210,4.968930244445801
0.11666666669771075,20240516_0838_BR-1210,4.989261627197266
0.11666666669771075,GC_240625_BR1210,4.953103065490723
0.11666666669771075,GP_240702_BR1210,4.974600791931152
0.11666666669771075,GC_240730_BR1210,4.981018543243408
0.11666666669771075,GP_241009_BR1210,4.991168022155762
0.11666666669771075,GP_241022_BR1210,5.032149791717529
0.1333333332440816,20221028_0906_BR-1210,5.024125099182129
0.1333333332440816,20221115_0832_BR-1210,4.969341278076172
0.1333333332440816,20230524_0902_BR-1210,4.985567
0.1333333332440816,20230824_0925_BR-1210,5.017590522766113
0.1333333332440816,20231023_1358_BR-1210,4.994370460510254
0.1333333332440816,20240306_0847_BR-1210,4.997398376
0.1333333332440816,20240502_0858_BR-1210,4.969034671783447
0.1333333332440816,20240516_0838_BR-1210,4.977510929107666
0.1333333332440816,GP_241009_BR1210,5.015948295593262
0.13333333341870457,20221117_0815_BR-1210,5.001027584075928
0.13333333341870457,20230111_0653_BR-1210,5.029653549194336
0.13333333341870457,20230307_0737_BR-1210,5.000019073486328
0.13333333341870457,20230504_0839_BR-1210,5.013978958129883
0.13333333341870457,20230518_0856_BR-1210,5.000247001647949
0.13333333341870457,20230615_0848_BR-1210,4.959593296051025
0.13333333341870457,20240111_0851_BR-1210,4.946013451
0.13333333341870457,GC_240625_BR1210,4.950543403625488
0.13333333341870457,GP_240702_BR1210,4.974643230438232
0.13333333341870457,GC_240730_BR1210,5.00182580947876
0.13333333341870457,GP_241022_BR1210,5.003768444061279
0.1499999999650754,20221028_0906_BR-1210,5.019460678100586
0.1499999999650754,20221115_0832_BR-1210,4.9673686027526855
0.1499999999650754,20230307_0737_BR-1210,5.000014781951904
0.1499999999650754,20230504_0839_BR-1210,5.013298988342285
0.1499999999650754,20230518_0856_BR-1210,5.000260829925537
0.1499999999650754,20230524_0902_BR-1210,4.986468
0.1499999999650754,20230615_0848_BR-1210,4.959712982177734
0.1499999999650754,20230824_0925_BR-1210,5.018178939819336
0.1499999999650754,20231023_1358_BR-1210,4.975553512573242
0.1499999999650754,20240306_0847_BR-1210,4.997366428
0.1499999999650754,20240502_0858_BR-1210,4.969139575958252
0.1499999999650754,20240516_0838_BR-1210,4.971778869628906
0.1499999999650754,GC_240625_BR1210,4.9488205909729
0.1499999999650754,GP_240702_BR1210,4.974686145782471
0.1499999999650754,GC_240730_BR1210,5.019207000732422
0.1499999999650754,GP_241009_BR1210,5.017974853515625
0.1499999999650754,GP_241022_BR1210,4.99846887588501
0.1500000001396984,20221117_0815_BR-1210,5.002817153930664
0.1500000001396984,20230111_0653_BR-1210,5.039120197296143
0.1500000001396984,20240111_0851_BR-1210,4.9457798
0.16666666651144624,20231023_1358_BR-1210,4.96206521987915
0.16666666668606922,20221028_0906_BR-1210,5.015077114105225
0.16666666668606922,20221115_0832_BR-1210,4.965395927429199
0.16666666668606922,20221117_0815_BR-1210,5.0046067237854
0.16666666668606922,20230111_0653_BR-1210,5.029761791229248
0.16666666668606922,20230307_0737_BR-1210,5.000010013580322
0.16666666668606922,20230504_0839_BR-1210,5.0057244300842285
0.16666666668606922,20230518_0856_BR-1210,5.000274658203125
0.16666666668606922,20230524_0902_BR-1210,4.987369
0.16666666668606922,20230615_0848_BR-1210,4.959832668304443
0.16666666668606922,20230824_0925_BR-1210,5.018767833709717
0.16666666668606922,20240111_0851_BR-1210,4.945545673
0.16666666668606922,20240306_0847_BR-1210,4.997334957
0.16666666668606922,20240502_0858_BR-1210,4.969244003295898
0.16666666668606922,20240516_0838_BR-1210,5.001062393188477
0.16666666668606922,GC_240625_BR1210,4.9495015144348145
0.16666666668606922,GP_240702_BR1210,4.974729061126709
0.16666666668606922,GC_240730_BR1210,4.987369537353516
0.16666666668606922,GP_241009_BR1210,5.02000093460083
0.16666666668606922,GP_241022_BR1210,5.0203776359558105
0.18333333323244005,20221028_0906_BR-1210,5.013976573944092
0.18333333323244005,20221115_0832_BR-1210,4.963423252105713
0.18333333323244005,20230524_0902_BR-1210,4.98827
0.18333333323244005,20230824_0925_BR-1210,5.0193562507629395
0.18333333323244005,20231023_1358_BR-1210,5.000854015350342
0.18333333323244005,20240306_0847_BR-1210,4.997303486
0.18333333323244005,GP_241009_BR1210,5.022027015686035
0.18333333340706304,20221117_0815_BR-1210,5.006396770477295
0.18333333340706304,20230111_0653_BR-1210,5.004589557647705
0.18333333340706304,20230307_0737_BR-1210,5.000005722045898
0.18333333340706304,20230504_0839_BR-1210,4.993304252624512
0.18333333340706304,20230518_0856_BR-1210,5.000288009643555
0.18333333340706304,20230615_0848_BR-1210,4.959952354431152
0.18333333340706304,20240111_0851_BR-1210,4.954924107
0.18333333340706304,20240502_0858_BR-1210,4.969348907470703
0.18333333340706304,20240516_0838_BR-1210,4.9917521476745605
0.18333333340706304,GC_240625_BR1210,4.950182914733887
0.18333333340706304,GP_240702_BR1210,4.974771499633789
0.18333333340706304,GC_240730_BR1210,4.979832172393799
0.18333333340706304,GP_241022_BR1210,5.0422868728637695
0.19999999995343387,20221028_0906_BR-1210,5.012876033782959
0.19999999995343387,20221115_0832_BR-1210,4.961450576782227
0.19999999995343387,20230307_0737_BR-1210,5.000000953674316
0.19999999995343387,20230504_0839_BR-1210,4.980884075164795
0.19999999995343387,20230518_0856_BR-1210,5.000301837921143
0.19999999995343387,20230524_0902_BR-1210,4.989172
0.19999999995343387,20230615_0848_BR-1210,4.960072040557861
0.19999999995343387,20230824_0925_BR-1210,5.019944667816162
0.19999999995343387,20231023_1358_BR-1210,5.010594844818115
0.19999999995343387,20240306_0847_BR-1210,4.997271538
0.19999999995343387,20240502_0858_BR-1210,4.969453811645508
0.19999999995343387,20240516_0838_BR-1210,4.9824419021606445
0.19999999995343387,GC_240625_BR1210,4.950863838195801
0.19999999995343387,GP_240702_BR1210,4.974814414978027
0.19999999995343387,GC_240730_BR1210,4.972294807434082
0.19999999995343387,GP_241009_BR1210,5.02405309677124
0.19999999995343387,GP_241022_BR1210,5.06419563293457
0.20000000012805685,20221117_0815_BR-1210,5.008186340332031
0.20000000012805685,20230111_0653_BR-1210,5.005496501922607
0.20000000012805685,20240111_0851_BR-1210,4.974417686
0.2166666664998047,20231023_1358_BR-1210,5.020335674285889
0.2166666666744277,20221028_0906_BR-1210,5.011775493621826
0.2166666666744277,20221115_0832_BR-1210,4.95947790145874
0.2166666666744277,20221117_0815_BR-1210,5.009975910186768
0.2166666666744277,20230111_0653_BR-1210,5.006402969360352
0.2166666666744277,20230307_0737_BR-1210,4.999996662139893
0.2166666666744277,20230504_0839_BR-1210,4.968464374542236
0.2166666666744277,20230518_0856_BR-1210,5.000315189361572
0.2166666666744277,20230524_0902_BR-1210,4.990073
0.2166666666744277,20230615_0848_BR-1210,4.96019172668457
0.2166666666744277,20230824_0925_BR-1210,5.020533561706543
0.2166666666744277,20240111_0851_BR-1210,4.992604256
0.2166666666744277,20240306_0847_BR-1210,4.997240067
0.2166666666744277,20240502_0858_BR-1210,4.969558238983154
0.2166666666744277,20240516_0838_BR-1210,4.9731316566467285
0.2166666666744277,GC_240625_BR1210,4.951545238494873
0.2166666666744277,GP_240702_BR1210,4.974857330322266
0.2166666666744277,GC_240730_BR1210,4.964757442474365
0.2166666666744277,GP_241009_BR1210,5.026079177856445
0.2166666666744277,GP_241022_BR1210,5.035211086273193
0.23333333322079852,20221028_0906_BR-1210,5.010674953460693
0.23333333322079852,20221115_0832_BR-1210,4.957505702972412
0.23333333322079852,20230524_0902_BR-1210,4.990974
0.23333333322079852,20230824_0925_BR-1210,5.021121978759766
0.23333333322079852,20231023_1358_BR-1210,4.994467258453369
0.23333333322079852,GP_241009_BR1210,5.02810525894165
0.2333333333954215,20221117_0815_BR-1210,5.011765956878662
0.2333333333954215,20230111_0653_BR-1210,5.007309913635254
0.2333333333954215,20230307_0737_BR-1210,4.9999918937683105
0.2333333333954215,20230504_0839_BR-1210,4.9560441970825195
0.2333333333954215,20230518_0856_BR-1210,5.00032901763916
0.2333333333954215,20230615_0848_BR-1210,4.960311412811279
0.2333333333954215,20240111_0851_BR-1210,5.001261234
0.2333333333954215,20240306_0847_BR-1210,4.997208595
0.2333333333954215,20240502_0858_BR-1210,4.969663143157959
0.2333333333954215,20240516_0838_BR-1210,4.983578681945801
0.2333333333954215,GC_240625_BR1210,4.952226638793945
0.2333333333954215,GP_240702_BR1210,4.974899768829346
0.2333333333954215,GC_240730_BR1210,4.957220554351807
0.2333333333954215,GP_241022_BR1210,4.9544291496276855
0.24999999994179234,20221028_0906_BR-1210,5.0095744132995605
0.24999999994179234,20221115_0832_BR-1210,4.955533027648926
0.24999999994179234,20230307_0737_BR-1210,4.999987602233887
0.24999999994179234,20230504_0839_BR-1210,4.955617427825928
0.24999999994179234,20230518_0856_BR-1210,5.00034236907959
0.24999999994179234,20230524_0902_BR-1210,4.991875
0.24999999994179234,20230615_0848_BR-1210,4.960431098937988
0.24999999994179234,20230824_0925_BR-1210,5.0217108726501465
0.24999999994179234,20231023_1358_BR-1210,4.978853225708008
0.24999999994179234,20240306_0847_BR-1210,4.997176647
0.24999999994179234,20240502_0858_BR-1210,4.969768047332764
0.24999999994179234,20240516_0838_BR-1210,5.008700370788574
0.24999999994179234,GP_240702_BR1210,4.974942684173584
0.24999999994179234,GC_240730_BR1210,4.94968318939209
0.24999999994179234,GP_241009_BR1210,5.030131816864014
0.2500000001164153,20221117_0815_BR-1210,5.013555526733398
0.2500000001164153,20230111_0653_BR-1210,5.008216381072998
0.2500000001164153,20240111_0851_BR-1210,5.00991869
0.2500000001164153,GC_240625_BR1210,4.952907562255859
0.2500000001164153,GP_241022_BR1210,4.994032859802246
0.26666666666278616,20221028_0906_BR-1210,5.008473873138428
0.26666666666278616,20221115_0832_BR-1210,4.9535603523254395
0.26666666666278616,20221117_0815_BR-1210,5.015345096588135
0.26666666666278616,20230111_0653_BR-1210,5.005817413330078
0.26666666666278616,20230307_0737_BR-1210,4.999982833862305
0.26666666666278616,20230504_0839_BR-1210,4.970627784729004
0.26666666666278616,20230518_0856_BR-1210,5.000356197357178
0.26666666666278616,20230524_0902_BR-1210,4.992776
0.26666666666278616,20230615_0848_BR-1210,4.960363388061523
0.26666666666278616,20230824_0925_BR-1210,5.022299289703369
0.26666666666278616,20231023_1358_BR-1210,4.969860076904297
0.26666666666278616,20240111_0851_BR-1210,5.018576145
0.26666666666278616,20240306_0847_BR-1210,4.997145176
0.26666666666278616,20240502_0858_BR-1210,4.96987247467041
0.26666666666278616,20240516_0838_BR-1210,5.004001617431641
0.26666666666278616,GC_240625_BR1210,4.952243328094482
0.26666666666278616,GP_240702_BR1210,4.974985599517822
0.26666666666278616,GC_240730_BR1210,4.9601731300354
0.26666666666278616,GP_241009_BR1210,5.032157897949219
0.26666666666278616,GP_241022_BR1210,5.002293109893799
0.283333333209157,20221028_0906_BR-1210,5.007373332977295
0.283333333209157,20221115_0832_BR-1210,4.951587677001953
0.283333333209157,20230524_0902_BR-1210,4.993678
0.283333333209157,20231023_1358_BR-1210,4.960866451263428
0.283333333209157,GP_241009_BR1210,5.034183979034424
0.28333333338378,20221117_0815_BR-1210,5.017135143280029
0.28333333338378,20230111_0653_BR-1210,4.99916410446167
0.28333333338378,20230307_0737_BR-1210,4.999978542327881
0.28333333338378,20230504_0839_BR-1210,5.00891637802124
0.28333333338378,20230518_0856_BR-1210,5.000369548797607
0.28333333338378,20230615_0848_BR-1210,4.960268020629883
0.28333333338378,20230824_0925_BR-1210,5.022887706756592
0.28333333338378,20240111_0851_BR-1210,5.027233124
0.28333333338378,20240306_0847_BR-1210,4.997113705
0.28333333338378,20240502_0858_BR-1210,4.969977378845215
0.28333333338378,20240516_0838_BR-1210,4.999302387237549
0.28333333338378,GC_240625_BR1210,4.951519966125488
0.28333333338378,GP_240702_BR1210,4.975028038024902
0.28333333338378,GC_240730_BR1210,4.960900783538818
0.28333333338378,GP_241022_BR1210,4.9725661277771
0.2999999999301508,20221028_0906_BR-1210,5.006272792816162
0.2999999999301508,20221115_0832_BR-1210,4.949615001678467
0.2999999999301508,20230307_0737_BR-1210,4.999973773956299
0.2999999999301508,20230504_0839_BR-1210,5.013970375061035
0.2999999999301508,20230518_0856_BR-1210,5.000383377075195
0.2999999999301508,20230524_0902_BR-1210,4.994579
0.2999999999301508,20230615_0848_BR-1210,4.9601731300354
0.2999999999301508,20230824_0925_BR-1210,5.023476600646973
0.2999999999301508,20231023_1358_BR-1210,4.951873302459717
0.2999999999301508,20240306_0847_BR-1210,4.997081757
0.2999999999301508,20240502_0858_BR-1210,4.970081806182861
0.2999999999301508,20240516_0838_BR-1210,4.994603633880615
0.2999999999301508,GC_240730_BR1210,4.972066879272461
0.2999999999301508,GP_241009_BR1210,5.036210060119629
0.3000000001047738,20221117_0815_BR-1210,5.018924713134766
0.3000000001047738,20230111_0653_BR-1210,4.99251127243042
0.3000000001047738,20240111_0851_BR-1210,5.032940865
0.3000000001047738,GC_240625_BR1210,4.950796604156494
0.3000000001047738,GP_240702_BR1210,4.975070953369141
0.3000000001047738,GP_241022_BR1210,5.080005168914795
0.3166666666511446,20221028_0906_BR-1210,5.005172252655029
0.3166666666511446,20221115_0832_BR-1210,4.9476423263549805
0.3166666666511446,20221117_0815_BR-1210,5.020714282989502
0.3166666666511446,20230111_0653_BR-1210,4.985857963562012
0.3166666666511446,20230307_0737_BR-1210,4.999969482421875
0.3166666666511446,20230504_0839_BR-1210,5.01902437210083
0.3166666666511446,20230518_0856_BR-1210,5.000396728515625
0.3166666666511446,20230524_0902_BR-1210,4.99548
0.3166666666511446,20230615_0848_BR-1210,4.96007776260376
0.3166666666511446,20230824_0925_BR-1210,5.024065017700195
0.3166666666511446,20231023_1358_BR-1210,4.950777530670166
0.3166666666511446,20240306_0847_BR-1210,4.997050285
0.3166666666511446,20240502_0858_BR-1210,4.970186710357666
0.3166666666511446,20240516_0838_BR-1210,4.989904880523682
0.3166666666511446,GC_240625_BR1210,4.9500732421875
0.3166666666511446,GP_240702_BR1210,4.975113868713379
0.3166666666511446,GC_240730_BR1210,4.9884161949157715
0.3166666666511446,GP_241009_BR1210,5.038236141204834
0.3166666666511446,GP_241022_BR1210,5.038020610809326
0.3166666668257676,20240111_0851_BR-1210,5.031331539
0.33333333319751546,20221115_0832_BR-1210,4.945669651031494
0.33333333319751546,20231023_1358_BR-1210,4.969680309295654
0.33333333337213844,20221028_0906_BR-1210,5.0040717124938965
0.33333333337213844,20221117_0815_BR-1210,5.0225043296813965
0.33333333337213844,20230111_0653_BR-1210,4.9792046546936035
0.33333333337213844,20230307_0737_BR-1210,4.999964714050293
0.33333333337213844,20230504_0839_BR-1210,5.024078369140625
0.33333333337213844,20230518_0856_BR-1210,5.000410556793213
0.33333333337213844,20230524_0902_BR-1210,4.996381
0.33333333337213844,20230615_0848_BR-1210,4.959982395172119
0.33333333337213844,20230824_0925_BR-1210,5.024653911590576
0.33333333337213844,20240111_0851_BR-1210,5.033781052
0.33333333337213844,20240306_0847_BR-1210,4.997018814
0.33333333337213844,20240502_0858_BR-1210,4.970291614532471
0.33333333337213844,20240516_0838_BR-1210,4.993134021759033
0.33333333337213844,GC_240625_BR1210,4.949349880218506
0.33333333337213844,GP_240702_BR1210,4.975156307220459
0.33333333337213844,GC_240730_BR1210,5.0070343017578125
0.33333333337213844,GP_241009_BR1210,5.040262222290039
0.33333333337213844,GP_241022_BR1210,4.996036052703857
0.3499999999185093,20221028_0906_BR-1210,5.002971172332764
0.3499999999185093,20221115_0832_BR-1210,4.943697452545166
0.3499999999185093,20230504_0839_BR-1210,5.029132843017578
0.3499999999185093,20230518_0856_BR-1210,5.000423908233643
0.3499999999185093,20230524_0902_BR-1210,4.997283
0.3499999999185093,20230615_0848_BR-1210,4.959887504577637
0.3499999999185093,20230824_0925_BR-1210,5.025242328643799
0.3499999999185093,20231023_1358_BR-1210,4.98884391784668
0.3499999999185093,20240306_0847_BR-1210,4.996986866
0.3499999999185093,20240502_0858_BR-1210,4.970396041870117
0.3499999999185093,20240516_0838_BR-1210,4.997287273406982
0.3499999999185093,GC_240730_BR1210,5.025651931762695
0.3499999999185093,GP_241009_BR1210,5.042288303375244
0.35000000009313226,20221117_0815_BR-1210,5.024293899536133
0.35000000009313226,20230111_0653_BR-1210,4.9725518226623535
0.35000000009313226,20230307_0737_BR-1210,4.999959945678711
0.35000000009313226,20240111_0851_BR-1210,5.036426544
0.35000000009313226,GC_240625_BR1210,4.948626518249512
0.35000000009313226,GP_240702_BR1210,4.975199222564697
0.35000000009313226,GP_241022_BR1210,5.047140121459961
0.3666666666395031,20221028_0906_BR-1210,5.001870632171631
0.3666666666395031,20221115_0832_BR-1210,4.94172477722168
0.3666666666395031,20230307_0737_BR-1210,4.999955654144287
0.3666666666395031,20230504_0839_BR-1210,5.034186840057373
0.3666666666395031,20230518_0856_BR-1210,5.0004377365112305
0.3666666666395031,20230524_0902_BR-1210,4.998184
0.3666666666395031,20230615_0848_BR-1210,4.959792137145996
0.3666666666395031,20230824_0925_BR-1210,5.0258307456970215
0.3666666666395031,20231023_1358_BR-1210,5.009172439575195
0.3666666666395031,20240306_0847_BR-1210,4.996955395
0.3666666666395031,20240502_0858_BR-1210,4.970500946044922
0.3666666666395031,20240516_0838_BR-1210,5.001440525054932
0.3666666666395031,GC_240625_BR1210,4.947903633117676
0.3666666666395031,GP_240702_BR1210,4.9752421379089355
0.3666666666395031,GC_240730_BR1210,5.023309707641602
0.3666666666395031,GP_241009_BR1210,5.044314861297607
0.3666666666395031,GP_241022_BR1210,5.039859771728516
0.3666666668141261,20221117_0815_BR-1210,5.026083469390869
0.3666666668141261,20230111_0653_BR-1210,4.969674110412598
0.3666666668141261,20240111_0851_BR-1210,5.038356304
0.3833333331858739,20231023_1358_BR-1210,5.026710510253906
0.3833333333604969,20221028_0906_BR-1210,5.000770092010498
0.3833333333604969,20221115_0832_BR-1210,4.939752101898193
0.3833333333604969,20221117_0815_BR-1210,5.027873516082764
0.3833333333604969,20230111_0653_BR-1210,4.971043586730957
0.3833333333604969,20230307_0737_BR-1210,4.999950885772705
0.3833333333604969,20230504_0839_BR-1210,5.039240837097168
0.3833333333604969,20230518_0856_BR-1210,5.00045108795166
0.3833333333604969,20230524_0902_BR-1210,4.999084
0.3833333333604969,20230615_0848_BR-1210,4.9596967697143555
0.3833333333604969,20230824_0925_BR-1210,5.026419639587402
0.3833333333604969,20240111_0851_BR-1210,5.039627075
0.3833333333604969,20240306_0847_BR-1210,4.996923923
0.3833333333604969,20240502_0858_BR-1210,4.970605850219727
0.3833333333604969,20240516_0838_BR-1210,4.988889694213867
0.3833333333604969,GC_240625_BR1210,4.947180271148682
0.3833333333604969,GP_240702_BR1210,4.975284576416016
0.3833333333604969,GC_240730_BR1210,5.007558345794678
0.3833333333604969,GP_241009_BR1210,5.0463409423828125
0.3833333333604969,GP_241022_BR1210,5.03257942199707
0.39999999990686774,20221028_0906_BR-1210,4.999669551849365
0.39999999990686774,20221115_0832_BR-1210,4.937779426574707
0.39999999990686774,20230524_0902_BR-1210,4.999986
